Payment_Id,Subscription_Id,Payment_Date,Amount,Payment_Status,Payment_Method
PAY_500400,SUB_30200,2025-06-02,29.0,Paid,STRIPE
PAY_500401,SUB_30200,2025-07-02,29.0,Paid,STRIPE
PAY_500402,SUB_30201,2025-03-31,-499.0,Refunded,PAYPAL
PAY_500403,SUB_30202,2025-01-13,29.0,Paid,PAYPAL
PAY_500404,SUB_30203,2025-08-20,79.0,Failed,STRIPE
PAY_500405,SUB_30204,2025-04-23,-79.0,Refunded,CREDIT_CARD
PAY_500406,SUB_30205,2025-04-18,-29.0,Refunded,ACH
PAY_500407,SUB_30206,2025-02-07,79.0,Failed,CREDIT_CARD
PAY_500408,SUB_30206,2025-03-07,79.0,Paid,STRIPE
PAY_500409,SUB_30207,2025-11-10,499.0,Failed,CREDIT_CARD
PAY_500410,SUB_30207,2025-12-11,499.0,Failed,PAYPAL
PAY_500411,SUB_30207,2026-01-11,499.0,Failed,ACH
PAY_500412,SUB_30208,2025-01-27,499.0,Failed,PAYPAL
PAY_500413,SUB_30208,2025-02-28,499.0,Failed,STRIPE
PAY_500414,SUB_30208,2025-03-28,499.0,Failed,CREDIT_CARD
PAY_500415,SUB_30209,2025-11-05,-79.0,Refunded,PAYPAL
PAY_500416,SUB_30210,2025-04-08,-29.0,Refunded,ACH
PAY_500417,SUB_30211,2025-06-02,-499.0,Refunded,CREDIT_CARD
PAY_500418,SUB_30212,2025-08-01,499.0,Failed,CREDIT_CARD
PAY_500419,SUB_30212,2025-08-29,499.0,Failed,ACH
PAY_500420,SUB_30213,2025-09-24,79.0,Paid,STRIPE
PAY_500421,SUB_30214,2025-03-24,499.0,Paid,PAYPAL
PAY_500422,SUB_30214,2025-04-22,499.0,Paid,PAYPAL
PAY_500423,SUB_30214,2025-05-22,499.0,Paid,STRIPE
PAY_500424,SUB_30215,2025-06-29,29.0,Failed,STRIPE
PAY_500425,SUB_30215,2025-07-28,29.0,Paid,PAYPAL
PAY_500426,SUB_30215,2025-08-25,-29.0,Refunded,CREDIT_CARD
PAY_500427,SUB_30215,2025-09-27,29.0,Paid,ACH
PAY_500428,SUB_30216,2025-08-09,-499.0,Refunded,PAYPAL
PAY_500429,SUB_30216,2025-09-09,499.0,Paid,ACH
PAY_500430,SUB_30217,2025-01-21,29.0,Paid,PAYPAL
PAY_500431,SUB_30217,2025-02-20,-29.0,Refunded,CREDIT_CARD
PAY_500432,SUB_30217,2025-03-23,29.0,Paid,ACH
PAY_500433,SUB_30218,2025-10-24,499.0,Paid,STRIPE
PAY_500434,SUB_30218,2025-11-21,-499.0,Refunded,STRIPE
PAY_500435,SUB_30218,2025-12-22,499.0,Failed,STRIPE
PAY_500436,SUB_30218,2026-01-19,499.0,Paid,ACH
PAY_500437,SUB_30219,2025-03-23,29.0,Failed,CREDIT_CARD
PAY_500438,SUB_30219,2025-04-20,29.0,Paid,STRIPE
PAY_500439,SUB_30219,2025-05-21,29.0,Paid,PAYPAL
PAY_500440,SUB_30219,2025-06-19,-29.0,Refunded,ACH
PAY_500441,SUB_30220,2025-06-17,79.0,Paid,CREDIT_CARD
PAY_500442,SUB_30220,2025-07-16,79.0,Failed,CREDIT_CARD
PAY_500443,SUB_30220,2025-08-13,79.0,Paid,PAYPAL
PAY_500444,SUB_30221,2025-10-31,79.0,Paid,PAYPAL
PAY_500445,SUB_30221,2025-11-29,79.0,Paid,PAYPAL
PAY_500446,SUB_30221,2025-12-31,79.0,Failed,PAYPAL
PAY_500447,SUB_30222,2025-12-06,29.0,Failed,STRIPE
PAY_500448,SUB_30222,2026-01-02,-29.0,Refunded,CREDIT_CARD
PAY_500449,SUB_30222,2026-02-03,29.0,Failed,CREDIT_CARD
PAY_500452,SUB_30224,2025-01-27,79.0,Failed,STRIPE
PAY_500453,SUB_30225,2025-11-05,29.0,Paid,PAYPAL
PAY_500454,SUB_30225,2025-12-04,29.0,Failed,PAYPAL
PAY_500455,SUB_30225,2026-01-03,29.0,Paid,STRIPE
PAY_500456,SUB_30226,2025-01-15,499.0,Failed,PAYPAL
PAY_500457,SUB_30226,2025-02-13,499.0,Failed,CREDIT_CARD
PAY_500458,SUB_30226,2025-03-14,499.0,Paid,ACH
PAY_500459,SUB_30226,2025-04-13,499.0,Paid,ACH
PAY_500460,SUB_30227,2025-10-07,499.0,Failed,PAYPAL
PAY_500461,SUB_30227,2025-11-07,499.0,Paid,CREDIT_CARD
PAY_500462,SUB_30227,2025-12-06,499.0,Paid,PAYPAL
PAY_500463,SUB_30228,2025-12-21,79.0,Paid,CREDIT_CARD
PAY_500464,SUB_30228,2026-01-19,79.0,Paid,STRIPE
PAY_500465,SUB_30228,2026-02-17,-79.0,Refunded,CREDIT_CARD
PAY_500466,SUB_30229,2025-08-15,499.0,Failed,PAYPAL
PAY_500467,SUB_30229,2025-09-14,-499.0,Refunded,ACH
PAY_500468,SUB_30229,2025-10-14,499.0,Failed,ACH
PAY_500469,SUB_30229,2025-11-11,499.0,Paid,PAYPAL
PAY_500470,SUB_30230,2025-12-19,79.0,Paid,STRIPE
PAY_500471,SUB_30231,2025-01-12,79.0,Paid,ACH
PAY_500472,SUB_30231,2025-02-11,79.0,Failed,CREDIT_CARD
PAY_500473,SUB_30232,2025-06-21,79.0,Paid,STRIPE
PAY_500474,SUB_30233,2025-05-12,79.0,Paid,ACH
PAY_500475,SUB_30234,2025-11-11,29.0,Paid,PAYPAL
PAY_500476,SUB_30235,2025-03-08,79.0,Failed,PAYPAL
PAY_500477,SUB_30235,2025-04-06,79.0,Paid,STRIPE
PAY_500478,SUB_30236,2025-11-25,79.0,Failed,CREDIT_CARD
PAY_500479,SUB_30237,2025-07-23,-79.0,Refunded,ACH
PAY_500480,SUB_30237,2025-08-21,79.0,Paid,STRIPE
PAY_500481,SUB_30237,2025-09-21,79.0,Paid,STRIPE
PAY_500482,SUB_30238,2025-01-06,29.0,Paid,ACH
PAY_500483,SUB_30238,2025-02-04,29.0,Paid,PAYPAL
PAY_500484,SUB_30239,2025-07-01,499.0,Failed,ACH
PAY_500485,SUB_30239,2025-07-31,499.0,Paid,PAYPAL
PAY_500486,SUB_30240,2025-12-12,29.0,Failed,PAYPAL
PAY_500487,SUB_30240,2026-01-11,-29.0,Refunded,ACH
PAY_500488,SUB_30240,2026-02-09,-29.0,Refunded,PAYPAL
PAY_500489,SUB_30240,2026-03-10,29.0,Paid,CREDIT_CARD
PAY_500490,SUB_30241,2025-05-25,79.0,Paid,CREDIT_CARD
PAY_500491,SUB_30241,2025-06-23,-79.0,Refunded,CREDIT_CARD
PAY_500492,SUB_30241,2025-07-24,79.0,Failed,PAYPAL
PAY_500493,SUB_30241,2025-08-23,79.0,Failed,PAYPAL
PAY_500494,SUB_30242,2025-02-27,29.0,Paid,STRIPE
PAY_500495,SUB_30242,2025-03-28,29.0,Failed,CREDIT_CARD
PAY_500496,SUB_30243,2025-02-16,499.0,Failed,PAYPAL
PAY_500497,SUB_30244,2025-12-18,499.0,Failed,ACH
PAY_500498,SUB_30245,2025-08-22,-29.0,Refunded,PAYPAL
PAY_500499,SUB_30246,2025-02-18,29.0,Paid,CREDIT_CARD
PAY_500500,SUB_30246,2025-03-21,29.0,Failed,PAYPAL
PAY_500501,SUB_30247,2025-10-18,29.0,Paid,STRIPE
PAY_500502,SUB_30248,2025-03-13,-29.0,Refunded,CREDIT_CARD
PAY_500503,SUB_30249,2025-05-20,-79.0,Refunded,PAYPAL
PAY_500504,SUB_30250,2025-09-15,79.0,Failed,ACH
PAY_500505,SUB_30251,2025-08-13,-79.0,Refunded,ACH
PAY_500506,SUB_30251,2025-09-09,79.0,Paid,STRIPE
PAY_500507,SUB_30251,2025-10-11,79.0,Paid,CREDIT_CARD
PAY_500508,SUB_30251,2025-11-09,-79.0,Refunded,STRIPE
PAY_500509,SUB_30252,2025-04-23,79.0,Paid,PAYPAL
PAY_500510,SUB_30252,2025-05-23,79.0,Paid,ACH
PAY_500511,SUB_30252,2025-06-22,79.0,Paid,STRIPE
PAY_500512,SUB_30253,2025-11-19,499.0,Paid,PAYPAL
PAY_500513,SUB_30254,2025-02-05,29.0,Failed,ACH
PAY_500514,SUB_30255,2025-01-24,79.0,Failed,CREDIT_CARD
PAY_500515,SUB_30255,2025-02-21,79.0,Paid,ACH
PAY_500516,SUB_30255,2025-03-25,79.0,Failed,STRIPE
PAY_500517,SUB_30255,2025-04-22,79.0,Failed,STRIPE
PAY_500518,SUB_30256,2025-02-23,79.0,Paid,ACH
PAY_500519,SUB_30257,2025-04-01,29.0,Failed,PAYPAL
PAY_500520,SUB_30257,2025-04-30,-29.0,Refunded,CREDIT_CARD
PAY_500521,SUB_30258,2025-09-09,79.0,Paid,PAYPAL
PAY_500522,SUB_30258,2025-10-10,79.0,Paid,PAYPAL
PAY_500523,SUB_30258,2025-11-10,79.0,Failed,STRIPE
PAY_500524,SUB_30258,2025-12-10,79.0,Paid,STRIPE
PAY_500525,SUB_30259,2025-06-13,-499.0,Refunded,CREDIT_CARD
PAY_500526,SUB_30259,2025-07-15,499.0,Failed,PAYPAL
PAY_500527,SUB_30259,2025-08-15,-499.0,Refunded,ACH
PAY_500528,SUB_30259,2025-09-11,499.0,Failed,PAYPAL
PAY_500529,SUB_30260,2025-01-08,-79.0,Refunded,STRIPE
PAY_500530,SUB_30261,2025-09-10,-29.0,Refunded,ACH
PAY_500531,SUB_30262,2025-11-16,79.0,Paid,CREDIT_CARD
PAY_500532,SUB_30263,2025-09-30,79.0,Failed,ACH
PAY_500533,SUB_30264,2025-02-20,79.0,Paid,CREDIT_CARD
PAY_500534,SUB_30265,2025-01-27,79.0,Paid,STRIPE
PAY_500535,SUB_30265,2025-02-27,79.0,Failed,CREDIT_CARD
PAY_500536,SUB_30265,2025-03-27,-79.0,Refunded,CREDIT_CARD
PAY_500537,SUB_30265,2025-04-25,-79.0,Refunded,ACH
PAY_500538,SUB_30266,2025-10-31,79.0,Paid,CREDIT_CARD
PAY_500539,SUB_30267,2025-08-30,499.0,Paid,PAYPAL
PAY_500540,SUB_30267,2025-09-29,499.0,Paid,ACH
PAY_500541,SUB_30267,2025-10-28,499.0,Paid,PAYPAL
PAY_500542,SUB_30267,2025-11-29,499.0,Paid,STRIPE
PAY_500543,SUB_30268,2025-10-31,-29.0,Refunded,STRIPE
PAY_500544,SUB_30268,2025-11-27,29.0,Failed,ACH
PAY_500545,SUB_30269,2025-09-06,29.0,Paid,CREDIT_CARD
PAY_500546,SUB_30270,2025-05-09,-79.0,Refunded,ACH
PAY_500547,SUB_30270,2025-06-05,79.0,Paid,PAYPAL
PAY_500548,SUB_30270,2025-07-06,79.0,Paid,ACH
PAY_500549,SUB_30271,2025-10-18,29.0,Paid,STRIPE
PAY_500550,SUB_30271,2025-11-15,29.0,Paid,STRIPE
PAY_500551,SUB_30271,2025-12-14,29.0,Failed,PAYPAL
PAY_500552,SUB_30271,2026-01-14,29.0,Paid,CREDIT_CARD
PAY_500553,SUB_30272,2025-11-06,29.0,Paid,STRIPE
PAY_500554,SUB_30272,2025-12-07,-29.0,Refunded,ACH
PAY_500555,SUB_30273,2025-03-17,79.0,Failed,ACH
PAY_500556,SUB_30273,2025-04-17,79.0,Failed,ACH
PAY_500558,SUB_30275,2025-12-09,-79.0,Refunded,PAYPAL
PAY_500559,SUB_30276,2025-02-11,79.0,Paid,PAYPAL
PAY_500560,SUB_30276,2025-03-12,79.0,Paid,CREDIT_CARD
PAY_500561,SUB_30277,2025-03-08,79.0,Paid,ACH
PAY_500562,SUB_30277,2025-04-07,-79.0,Refunded,CREDIT_CARD
PAY_500563,SUB_30277,2025-05-08,79.0,Paid,PAYPAL
PAY_500564,SUB_30278,2025-10-09,-79.0,Refunded,PAYPAL
PAY_500565,SUB_30279,2025-06-21,79.0,Failed,STRIPE
PAY_500566,SUB_30280,2025-04-20,79.0,Paid,STRIPE
PAY_500567,SUB_30281,2025-03-03,-499.0,Refunded,STRIPE
PAY_500568,SUB_30281,2025-04-04,-499.0,Refunded,CREDIT_CARD
PAY_500569,SUB_30282,2025-11-15,79.0,Failed,CREDIT_CARD
PAY_500570,SUB_30283,2025-03-25,29.0,Paid,PAYPAL
PAY_500571,SUB_30283,2025-04-26,29.0,Failed,STRIPE
PAY_500572,SUB_30283,2025-05-26,29.0,Failed,PAYPAL
PAY_500573,SUB_30283,2025-06-24,29.0,Paid,STRIPE
PAY_500575,SUB_30285,2025-09-01,79.0,Paid,ACH
PAY_500576,SUB_30285,2025-09-28,79.0,Paid,ACH
PAY_500577,SUB_30285,2025-10-30,79.0,Failed,ACH
PAY_500578,SUB_30286,2025-10-28,-79.0,Refunded,STRIPE
PAY_500579,SUB_30287,2025-11-23,79.0,Failed,PAYPAL
PAY_500580,SUB_30287,2025-12-24,79.0,Paid,CREDIT_CARD
PAY_500581,SUB_30287,2026-01-23,79.0,Paid,ACH
PAY_500582,SUB_30287,2026-02-22,79.0,Paid,STRIPE
PAY_500583,SUB_30288,2025-10-03,499.0,Failed,PAYPAL
PAY_500584,SUB_30289,2025-06-05,499.0,Paid,PAYPAL
PAY_500585,SUB_30290,2025-04-03,79.0,Paid,CREDIT_CARD
PAY_500586,SUB_30290,2025-05-04,79.0,Failed,ACH
PAY_500587,SUB_30290,2025-06-02,-79.0,Refunded,PAYPAL
PAY_500588,SUB_30291,2025-06-19,29.0,Failed,CREDIT_CARD
PAY_500589,SUB_30292,2025-04-20,-79.0,Refunded,CREDIT_CARD
PAY_500590,SUB_30293,2025-07-14,79.0,Paid,ACH
PAY_500591,SUB_30293,2025-08-14,79.0,Failed,CREDIT_CARD
PAY_500592,SUB_30294,2025-05-04,-79.0,Refunded,ACH
PAY_500593,SUB_30295,2025-07-15,29.0,Failed,ACH
PAY_500594,SUB_30295,2025-08-15,29.0,Failed,ACH
PAY_500595,SUB_30295,2025-09-13,29.0,Failed,PAYPAL
PAY_500596,SUB_30295,2025-10-13,29.0,Paid,CREDIT_CARD
PAY_500597,SUB_30296,2025-01-27,79.0,Paid,STRIPE
PAY_500598,SUB_30297,2025-05-05,499.0,Failed,CREDIT_CARD
PAY_500599,SUB_30297,2025-06-04,-499.0,Refunded,PAYPAL
PAY_500600,SUB_30297,2025-07-04,499.0,Paid,CREDIT_CARD
PAY_500601,SUB_30298,2025-01-12,-499.0,Refunded,ACH
PAY_500602,SUB_30298,2025-02-13,-499.0,Refunded,PAYPAL
PAY_500603,SUB_30298,2025-03-14,-499.0,Refunded,ACH
PAY_500604,SUB_30299,2025-11-24,79.0,Paid,ACH
PAY_500605,SUB_30300,2025-04-08,79.0,Paid,ACH
PAY_500606,SUB_30300,2025-05-06,79.0,Failed,PAYPAL
PAY_500607,SUB_30300,2025-06-06,79.0,Paid,STRIPE
PAY_500608,SUB_30301,2025-03-08,-79.0,Refunded,STRIPE
PAY_500609,SUB_30302,2025-11-08,79.0,Paid,STRIPE
PAY_500610,SUB_30303,2025-03-12,79.0,Paid,PAYPAL
PAY_500611,SUB_30303,2025-04-13,79.0,Failed,CREDIT_CARD
PAY_500612,SUB_30303,2025-05-12,79.0,Paid,ACH
PAY_500613,SUB_30303,2025-06-09,79.0,Failed,PAYPAL
PAY_500614,SUB_30304,2025-05-10,499.0,Paid,PAYPAL
PAY_500615,SUB_30305,2025-07-02,499.0,Paid,CREDIT_CARD
PAY_500616,SUB_30306,2025-04-08,499.0,Failed,CREDIT_CARD
PAY_500617,SUB_30306,2025-05-08,499.0,Paid,ACH
PAY_500618,SUB_30306,2025-06-06,499.0,Paid,CREDIT_CARD
PAY_500619,SUB_30306,2025-07-07,499.0,Failed,ACH
PAY_500621,SUB_30308,2025-12-14,79.0,Failed,STRIPE
PAY_500622,SUB_30309,2025-09-10,-79.0,Refunded,CREDIT_CARD
PAY_500623,SUB_30310,2025-08-21,499.0,Paid,STRIPE
PAY_500624,SUB_30311,2025-09-26,29.0,Paid,CREDIT_CARD
PAY_500625,SUB_30312,2025-08-20,79.0,Paid,ACH
PAY_500626,SUB_30312,2025-09-17,79.0,Failed,PAYPAL
PAY_500627,SUB_30313,2025-11-13,79.0,Paid,PAYPAL
PAY_500628,SUB_30313,2025-12-13,79.0,Paid,CREDIT_CARD
PAY_500629,SUB_30313,2026-01-13,-79.0,Refunded,STRIPE
PAY_500630,SUB_30314,2025-12-11,79.0,Paid,ACH
PAY_500631,SUB_30314,2026-01-13,79.0,Paid,PAYPAL
PAY_500632,SUB_30314,2026-02-11,-79.0,Refunded,STRIPE
PAY_500633,SUB_30315,2025-05-12,29.0,Paid,CREDIT_CARD
PAY_500634,SUB_30316,2025-10-02,499.0,Paid,PAYPAL
PAY_500635,SUB_30316,2025-10-31,-499.0,Refunded,ACH
PAY_500636,SUB_30316,2025-11-30,-499.0,Refunded,STRIPE
PAY_500637,SUB_30317,2025-04-19,79.0,Paid,ACH
PAY_500638,SUB_30318,2025-07-03,79.0,Paid,STRIPE
PAY_500639,SUB_30318,2025-07-31,79.0,Paid,CREDIT_CARD
PAY_500640,SUB_30318,2025-08-31,79.0,Failed,CREDIT_CARD
PAY_500641,SUB_30319,2025-06-27,499.0,Failed,PAYPAL
PAY_500642,SUB_30319,2025-07-27,499.0,Paid,CREDIT_CARD
PAY_500643,SUB_30319,2025-08-23,499.0,Paid,STRIPE
PAY_500644,SUB_30320,2025-04-12,-29.0,Refunded,PAYPAL
PAY_500645,SUB_30320,2025-05-13,-29.0,Refunded,ACH
PAY_500646,SUB_30320,2025-06-09,29.0,Paid,STRIPE
PAY_500647,SUB_30321,2025-03-22,499.0,Failed,ACH
PAY_500648,SUB_30321,2025-04-21,499.0,Paid,STRIPE
PAY_500649,SUB_30322,2025-10-05,499.0,Paid,CREDIT_CARD
PAY_500650,SUB_30322,2025-11-05,499.0,Paid,ACH
PAY_500651,SUB_30322,2025-12-07,-499.0,Refunded,ACH
PAY_500652,SUB_30323,2025-10-03,29.0,Failed,CREDIT_CARD
PAY_500653,SUB_30323,2025-11-01,29.0,Paid,ACH
PAY_500654,SUB_30323,2025-12-03,29.0,Paid,ACH
PAY_500655,SUB_30323,2026-01-01,29.0,Paid,CREDIT_CARD
PAY_500657,SUB_30325,2025-08-06,29.0,Failed,STRIPE
PAY_500658,SUB_30326,2025-10-02,499.0,Paid,ACH
PAY_500659,SUB_30327,2025-11-25,79.0,Failed,CREDIT_CARD
PAY_500660,SUB_30328,2025-11-20,-79.0,Refunded,CREDIT_CARD
PAY_500661,SUB_30329,2025-07-23,499.0,Paid,PAYPAL
PAY_500662,SUB_30329,2025-08-22,-499.0,Refunded,ACH
PAY_500663,SUB_30330,2025-12-02,79.0,Paid,STRIPE
PAY_500664,SUB_30330,2025-12-30,79.0,Paid,STRIPE
PAY_500665,SUB_30331,2025-10-16,-79.0,Refunded,CREDIT_CARD
PAY_500666,SUB_30331,2025-11-17,-79.0,Refunded,STRIPE
PAY_500667,SUB_30331,2025-12-17,79.0,Paid,PAYPAL
PAY_500668,SUB_30332,2025-05-19,29.0,Failed,CREDIT_CARD
PAY_500669,SUB_30332,2025-06-19,29.0,Paid,CREDIT_CARD
PAY_500670,SUB_30332,2025-07-19,29.0,Paid,PAYPAL
PAY_500671,SUB_30333,2025-03-31,79.0,Paid,STRIPE
PAY_500672,SUB_30334,2025-09-16,499.0,Paid,CREDIT_CARD
PAY_500673,SUB_30334,2025-10-16,499.0,Paid,STRIPE
PAY_500674,SUB_30334,2025-11-13,499.0,Failed,STRIPE
PAY_500675,SUB_30335,2025-06-27,79.0,Failed,STRIPE
PAY_500676,SUB_30335,2025-07-26,-79.0,Refunded,ACH
PAY_500677,SUB_30335,2025-08-26,-79.0,Refunded,STRIPE
PAY_500678,SUB_30335,2025-09-23,79.0,Failed,CREDIT_CARD
PAY_500679,SUB_30336,2025-05-15,79.0,Failed,STRIPE
PAY_500680,SUB_30337,2025-06-03,-29.0,Refunded,STRIPE
PAY_500681,SUB_30338,2025-06-10,29.0,Failed,ACH
PAY_500682,SUB_30338,2025-07-08,-29.0,Refunded,ACH
PAY_500683,SUB_30338,2025-08-08,-29.0,Refunded,PAYPAL
PAY_500684,SUB_30339,2025-11-24,79.0,Paid,ACH
PAY_500685,SUB_30339,2025-12-25,79.0,Failed,CREDIT_CARD
PAY_500686,SUB_30339,2026-01-24,79.0,Failed,CREDIT_CARD
PAY_500687,SUB_30339,2026-02-24,79.0,Paid,CREDIT_CARD
PAY_500689,SUB_30341,2025-11-09,79.0,Paid,PAYPAL
PAY_500690,SUB_30341,2025-12-07,79.0,Paid,STRIPE
PAY_500691,SUB_30341,2026-01-05,79.0,Failed,CREDIT_CARD
PAY_500692,SUB_30342,2025-03-22,29.0,Paid,STRIPE
PAY_500693,SUB_30342,2025-04-20,29.0,Failed,STRIPE
PAY_500694,SUB_30342,2025-05-20,29.0,Paid,ACH
PAY_500695,SUB_30342,2025-06-18,29.0,Failed,CREDIT_CARD
PAY_500696,SUB_30343,2025-12-13,499.0,Paid,PAYPAL
PAY_500697,SUB_30343,2026-01-13,-499.0,Refunded,PAYPAL
PAY_500698,SUB_30343,2026-02-10,-499.0,Refunded,PAYPAL
PAY_500699,SUB_30343,2026-03-12,499.0,Failed,STRIPE
PAY_500700,SUB_30344,2025-09-02,79.0,Failed,PAYPAL
PAY_500701,SUB_30345,2025-09-08,499.0,Paid,STRIPE
PAY_500702,SUB_30346,2025-03-23,499.0,Failed,ACH
PAY_500703,SUB_30346,2025-04-19,499.0,Paid,STRIPE
PAY_500704,SUB_30346,2025-05-20,499.0,Paid,STRIPE
PAY_500705,SUB_30347,2025-09-21,79.0,Paid,STRIPE
PAY_500706,SUB_30347,2025-10-19,-79.0,Refunded,ACH
PAY_500707,SUB_30347,2025-11-20,79.0,Paid,PAYPAL
PAY_500708,SUB_30348,2025-02-07,79.0,Failed,PAYPAL
PAY_500709,SUB_30349,2025-12-13,29.0,Paid,PAYPAL
PAY_500710,SUB_30349,2026-01-14,29.0,Paid,ACH
PAY_500711,SUB_30349,2026-02-11,29.0,Paid,ACH
PAY_500713,SUB_30351,2025-04-21,29.0,Paid,PAYPAL
PAY_500714,SUB_30351,2025-05-21,29.0,Paid,STRIPE
PAY_500716,SUB_30353,2025-08-08,-79.0,Refunded,STRIPE
PAY_500717,SUB_30353,2025-09-09,79.0,Failed,STRIPE
PAY_500718,SUB_30353,2025-10-09,79.0,Paid,CREDIT_CARD
PAY_500719,SUB_30354,2025-05-13,79.0,Paid,CREDIT_CARD
PAY_500723,SUB_30356,2025-12-22,79.0,Failed,ACH
PAY_500724,SUB_30357,2025-04-20,499.0,Failed,PAYPAL
PAY_500725,SUB_30358,2025-08-25,499.0,Failed,STRIPE
PAY_500726,SUB_30358,2025-09-24,499.0,Paid,STRIPE
PAY_500727,SUB_30359,2025-10-16,-29.0,Refunded,ACH
PAY_500728,SUB_30359,2025-11-16,29.0,Failed,STRIPE
PAY_500729,SUB_30360,2025-12-16,79.0,Paid,CREDIT_CARD
PAY_500730,SUB_30360,2026-01-12,79.0,Paid,CREDIT_CARD
PAY_500732,SUB_30362,2025-12-27,-29.0,Refunded,PAYPAL
PAY_500733,SUB_30363,2025-05-09,-79.0,Refunded,ACH
PAY_500734,SUB_30364,2025-01-17,29.0,Paid,STRIPE
PAY_500735,SUB_30365,2025-08-09,79.0,Paid,ACH
PAY_500736,SUB_30365,2025-09-06,-79.0,Refunded,CREDIT_CARD
PAY_500737,SUB_30365,2025-10-06,79.0,Paid,STRIPE
PAY_500738,SUB_30366,2025-09-30,499.0,Paid,ACH
PAY_500739,SUB_30367,2025-07-22,29.0,Paid,PAYPAL
PAY_500740,SUB_30368,2025-03-27,-79.0,Refunded,PAYPAL
PAY_500741,SUB_30369,2025-10-02,-79.0,Refunded,PAYPAL
PAY_500742,SUB_30370,2025-02-14,79.0,Paid,ACH
PAY_500743,SUB_30370,2025-03-14,79.0,Failed,ACH
PAY_500744,SUB_30370,2025-04-13,79.0,Paid,STRIPE
PAY_500745,SUB_30371,2025-11-23,499.0,Failed,PAYPAL
PAY_500746,SUB_30372,2025-10-28,79.0,Paid,CREDIT_CARD
PAY_500747,SUB_30372,2025-11-28,79.0,Failed,ACH
PAY_500748,SUB_30373,2025-12-24,29.0,Paid,ACH
PAY_500749,SUB_30374,2025-05-08,79.0,Paid,PAYPAL
PAY_500750,SUB_30375,2025-06-08,29.0,Failed,CREDIT_CARD
PAY_500751,SUB_30376,2025-04-02,29.0,Paid,CREDIT_CARD
PAY_500752,SUB_30377,2025-12-27,29.0,Failed,STRIPE
PAY_500753,SUB_30377,2026-01-23,-29.0,Refunded,PAYPAL
PAY_500754,SUB_30377,2026-02-24,29.0,Failed,STRIPE
PAY_500755,SUB_30378,2025-02-18,29.0,Failed,ACH
PAY_500756,SUB_30378,2025-03-20,29.0,Paid,CREDIT_CARD
PAY_500757,SUB_30378,2025-04-19,29.0,Paid,ACH
PAY_500758,SUB_30379,2025-01-18,-499.0,Refunded,STRIPE
PAY_500759,SUB_30379,2025-02-17,-499.0,Refunded,PAYPAL
PAY_500760,SUB_30380,2025-01-14,79.0,Failed,STRIPE
PAY_500761,SUB_30381,2025-02-19,-79.0,Refunded,ACH
PAY_500762,SUB_30381,2025-03-21,79.0,Failed,CREDIT_CARD
PAY_500763,SUB_30381,2025-04-22,79.0,Paid,CREDIT_CARD
PAY_500764,SUB_30381,2025-05-19,79.0,Paid,PAYPAL
PAY_500765,SUB_30382,2025-08-08,29.0,Failed,ACH
PAY_500766,SUB_30383,2025-06-11,79.0,Paid,CREDIT_CARD
PAY_500767,SUB_30384,2025-04-18,-79.0,Refunded,CREDIT_CARD
PAY_500768,SUB_30385,2025-07-17,29.0,Failed,ACH
PAY_500769,SUB_30385,2025-08-17,-29.0,Refunded,STRIPE
PAY_500770,SUB_30385,2025-09-16,29.0,Paid,STRIPE
PAY_500771,SUB_30385,2025-10-15,29.0,Failed,ACH
PAY_500772,SUB_30386,2025-09-20,-499.0,Refunded,CREDIT_CARD
PAY_500773,SUB_30387,2025-11-02,-79.0,Refunded,PAYPAL
PAY_500774,SUB_30388,2025-10-14,499.0,Paid,CREDIT_CARD
PAY_500775,SUB_30389,2025-02-12,-79.0,Refunded,ACH
PAY_500776,SUB_30389,2025-03-12,79.0,Paid,CREDIT_CARD
PAY_500777,SUB_30390,2025-08-15,79.0,Paid,PAYPAL
PAY_500778,SUB_30391,2025-07-17,-29.0,Refunded,ACH
PAY_500779,SUB_30392,2025-08-01,-499.0,Refunded,PAYPAL
PAY_500780,SUB_30392,2025-09-01,499.0,Paid,STRIPE
PAY_500783,SUB_30394,2025-02-06,29.0,Failed,CREDIT_CARD
PAY_500784,SUB_30394,2025-03-06,29.0,Paid,CREDIT_CARD
PAY_500785,SUB_30395,2025-10-05,79.0,Failed,ACH
PAY_500786,SUB_30396,2025-08-04,79.0,Paid,STRIPE
PAY_500787,SUB_30396,2025-09-03,-79.0,Refunded,STRIPE
PAY_500788,SUB_30397,2025-03-11,-79.0,Refunded,PAYPAL
PAY_500789,SUB_30397,2025-04-08,79.0,Paid,PAYPAL
PAY_500790,SUB_30397,2025-05-09,79.0,Paid,CREDIT_CARD
PAY_500791,SUB_30397,2025-06-08,-79.0,Refunded,STRIPE
PAY_500792,SUB_30398,2025-04-29,29.0,Paid,CREDIT_CARD
PAY_500793,SUB_30398,2025-05-30,29.0,Paid,CREDIT_CARD
PAY_500794,SUB_30398,2025-06-27,29.0,Paid,STRIPE
PAY_500795,SUB_30399,2025-05-22,499.0,Paid,PAYPAL
PAY_500796,SUB_30399,2025-06-22,499.0,Paid,PAYPAL
PAY_500797,SUB_30400,2025-05-18,499.0,Failed,PAYPAL
PAY_500798,SUB_30400,2025-06-19,-499.0,Refunded,PAYPAL
PAY_500799,SUB_30401,2025-06-01,-79.0,Refunded,ACH
