Usage_Id,Customer_Id,Event_Date,Feature_Name,Login_Count,Session_Minutes
USG_701494,CUST_2060,2025-08-04,Unknown,5,10.11
USG_701495,CUST_2060,2025-11-06,Dashboard_View,6,104.14
USG_701496,CUST_2060,2025-10-04,Api_Post,7,113.91
USG_701497,CUST_2060,2025-09-06,Team_Invite,6,60.5
USG_701498,CUST_2060,2025-04-30,Dashboard_View,7,106.88
USG_701499,CUST_2060,2025-01-27,Billing_Edit,7,109.1
USG_701500,CUST_2060,2025-11-12,Billing_Edit,1,67.25
USG_701501,CUST_2061,2025-07-07,Billing_Edit,6,98.95
USG_701502,CUST_2061,2025-04-20,Billing_Edit,5,83.0
USG_701503,CUST_2061,2025-02-15,Team_Invite,8,61.42
USG_701504,CUST_2061,2025-07-28,Dashboard_View,3,56.94
USG_701505,CUST_2061,2025-12-17,Dashboard_View,6,76.0
USG_701506,CUST_2061,2025-01-02,Dashboard_View,3,92.48
USG_701507,CUST_2061,2025-04-16,Billing_Edit,4,47.79
USG_701508,CUST_2061,2025-07-07,Export_Csv,3,92.86
USG_701509,CUST_2061,2025-02-26,Api_Post,2,81.27
USG_701510,CUST_2061,2025-11-26,Dashboard_View,2,35.99
USG_701511,CUST_2061,2025-10-09,Export_Csv,6,39.73
USG_701512,CUST_2061,2025-09-01,Billing_Edit,6,24.68
USG_701513,CUST_2061,2025-03-03,Api_Post,6,104.13
USG_701514,CUST_2061,2025-11-09,Api_Post,3,64.74
USG_701515,CUST_2061,2025-01-04,Export_Csv,5,52.97
USG_701516,CUST_2061,2025-04-27,Api_Post,8,14.02
USG_701517,CUST_2061,2025-05-16,Export_Csv,6,50.83
USG_701518,CUST_2061,2025-11-28,Dashboard_View,5,8.3
USG_701519,CUST_2061,2025-08-23,Dashboard_View,3,35.24
USG_701520,CUST_2061,2025-01-21,Team_Invite,6,32.76
USG_701521,CUST_2061,2025-12-17,Team_Invite,5,28.76
USG_701522,CUST_2061,2025-09-26,Team_Invite,6,9.05
USG_701523,CUST_2061,2025-04-25,Api_Post,2,15.8
USG_701524,CUST_2061,2025-09-04,Dashboard_View,5,45.58
USG_701525,CUST_2061,2025-02-10,Dashboard_View,6,49.76
USG_701526,CUST_2061,2025-07-10,Billing_Edit,5,67.97
USG_701527,CUST_2062,2025-01-19,Billing_Edit,3,62.11
USG_701528,CUST_2062,2025-01-15,Billing_Edit,4,102.28
USG_701529,CUST_2062,2025-07-20,Export_Csv,6,102.2
USG_701530,CUST_2062,2025-06-17,Team_Invite,5,98.29
USG_701531,CUST_2062,2025-05-20,Export_Csv,4,74.11
USG_701532,CUST_2062,2025-08-21,Api_Post,5,104.62
USG_701533,CUST_2062,2025-10-08,Billing_Edit,5,100.33
USG_701534,CUST_2062,2025-06-17,Billing_Edit,3,65.34
USG_701535,CUST_2062,2025-11-24,Team_Invite,5,30.36
USG_701536,CUST_2062,2025-07-19,Team_Invite,7,12.24
USG_701537,CUST_2062,2025-09-03,Export_Csv,6,113.45
USG_701538,CUST_2062,2025-03-08,Team_Invite,4,39.0
USG_701539,CUST_2062,2025-04-06,Billing_Edit,2,45.29
USG_701540,CUST_2062,2025-03-19,Dashboard_View,1,9.26
USG_701541,CUST_2062,2025-04-22,Team_Invite,7,13.61
USG_701542,CUST_2062,2025-03-16,Dashboard_View,3,7.08
USG_701543,CUST_2062,2025-06-27,Team_Invite,1,107.61
USG_701544,CUST_2062,2025-03-10,Api_Post,3,42.2
USG_701545,CUST_2062,2025-10-06,Export_Csv,7,72.47
USG_701546,CUST_2062,2025-11-02,Dashboard_View,3,98.55
USG_701547,CUST_2062,2025-03-14,Api_Post,7,76.07
USG_701548,CUST_2062,2025-09-26,Billing_Edit,5,76.89
USG_701549,CUST_2062,2025-04-03,Billing_Edit,1,59.2
USG_701550,CUST_2062,2025-03-23,Api_Post,5,22.33
USG_701551,CUST_2062,2025-07-09,Billing_Edit,2,70.09
USG_701552,CUST_2062,2025-09-17,Api_Post,6,10.29
USG_701553,CUST_2062,2025-06-23,Dashboard_View,2,42.58
USG_701554,CUST_2062,2025-11-16,Api_Post,6,8.64
USG_701555,CUST_2062,2025-10-04,Export_Csv,1,16.78
USG_701556,CUST_2062,2025-12-11,Export_Csv,5,5.85
USG_701557,CUST_2062,2025-03-25,Billing_Edit,8,102.7
USG_701558,CUST_2062,2025-05-01,Dashboard_View,2,19.34
USG_701559,CUST_2062,2025-12-08,Api_Post,8,31.28
USG_701560,CUST_2062,2025-09-19,Team_Invite,2,83.59
USG_701561,CUST_2062,2025-03-10,Dashboard_View,8,54.1
USG_701562,CUST_2062,2025-05-06,Billing_Edit,1,78.37
USG_701579,CUST_2064,2025-02-11,Billing_Edit,6,68.73
USG_701580,CUST_2064,2025-10-08,Team_Invite,6,110.59
USG_701581,CUST_2064,2025-09-23,Billing_Edit,6,70.85
USG_701582,CUST_2064,2025-07-14,Team_Invite,3,106.34
USG_701583,CUST_2064,2025-05-15,Api_Post,6,69.45
USG_701584,CUST_2064,2025-03-22,Billing_Edit,2,95.04
USG_701585,CUST_2064,2025-11-22,Dashboard_View,5,85.88
USG_701586,CUST_2064,2025-11-14,Billing_Edit,6,22.92
USG_701587,CUST_2064,2025-03-15,Api_Post,3,61.98
USG_701588,CUST_2064,2025-10-28,Export_Csv,8,46.13
USG_701589,CUST_2064,2025-10-06,Export_Csv,2,94.37
USG_701590,CUST_2064,2025-11-11,Dashboard_View,6,104.18
USG_701591,CUST_2064,2025-02-22,Dashboard_View,4,22.63
USG_701592,CUST_2064,2025-09-21,Billing_Edit,8,95.99
USG_701593,CUST_2064,2025-02-04,Export_Csv,3,45.92
USG_701594,CUST_2064,2025-07-01,Billing_Edit,1,104.99
USG_701595,CUST_2064,2025-10-22,Dashboard_View,6,8.08
USG_701596,CUST_2064,2025-11-09,Export_Csv,2,96.14
USG_701597,CUST_2064,2025-04-21,Billing_Edit,1,89.83
USG_701598,CUST_2065,2025-09-29,Dashboard_View,4,105.46
USG_701599,CUST_2065,2025-02-09,Api_Post,1,116.94
USG_701600,CUST_2065,2025-11-08,Export_Csv,7,33.72
USG_701601,CUST_2065,2025-01-01,Export_Csv,7,57.91
USG_701602,CUST_2065,2025-02-03,Dashboard_View,7,73.23
USG_701603,CUST_2065,2025-07-17,Billing_Edit,5,92.84
USG_701604,CUST_2065,2025-06-03,Api_Post,4,65.62
USG_701605,CUST_2065,2025-10-03,Api_Post,2,10.06
USG_701606,CUST_2065,2025-11-06,Billing_Edit,1,68.91
USG_701607,CUST_2065,2025-11-25,Billing_Edit,3,76.16
USG_701608,CUST_2065,2025-06-04,Export_Csv,7,67.14
USG_701609,CUST_2065,2025-10-11,Api_Post,2,78.3
USG_701610,CUST_2065,2025-05-09,Dashboard_View,6,39.16
USG_701611,CUST_2065,2025-11-02,Dashboard_View,3,81.76
USG_701612,CUST_2065,2025-01-06,Dashboard_View,3,75.55
USG_701613,CUST_2065,2025-07-28,Billing_Edit,7,97.02
USG_701614,CUST_2065,2025-01-24,Unknown,1,8.68
USG_701615,CUST_2065,2025-04-06,Billing_Edit,6,39.21
USG_701616,CUST_2065,2025-10-16,Api_Post,5,95.89
USG_701617,CUST_2065,2025-08-09,Team_Invite,5,86.88
USG_701618,CUST_2065,2025-05-19,Team_Invite,6,31.0
USG_701619,CUST_2065,2025-05-29,Export_Csv,4,107.83
USG_701620,CUST_2065,2025-04-30,Export_Csv,5,98.95
USG_701621,CUST_2065,2025-09-08,Billing_Edit,5,110.71
USG_701622,CUST_2065,2025-08-29,Billing_Edit,4,43.22
USG_701623,CUST_2065,2025-12-16,Team_Invite,3,76.49
USG_701624,CUST_2065,2025-01-20,Unknown,7,50.64
USG_701625,CUST_2065,2025-04-11,Team_Invite,5,59.26
USG_701626,CUST_2065,2025-09-16,Billing_Edit,8,14.07
USG_701627,CUST_2065,2025-09-15,Export_Csv,5,60.35
USG_701628,CUST_2065,2025-03-19,Team_Invite,1,56.21
USG_701629,CUST_2065,2025-02-01,Dashboard_View,7,6.29
USG_701630,CUST_2065,2025-02-23,Dashboard_View,8,98.12
USG_701631,CUST_2066,2025-07-04,Export_Csv,3,32.25
USG_701632,CUST_2066,2025-12-11,Team_Invite,2,98.09
USG_701633,CUST_2066,2025-03-10,Team_Invite,8,111.05
USG_701634,CUST_2066,2025-01-12,Team_Invite,6,49.68
USG_701635,CUST_2066,2025-11-01,Team_Invite,4,54.27
USG_701636,CUST_2066,2025-02-05,Billing_Edit,2,21.64
USG_701637,CUST_2066,2025-10-28,Api_Post,3,78.55
USG_701638,CUST_2066,2025-04-25,Unknown,8,20.17
USG_701639,CUST_2066,2025-08-26,Api_Post,6,71.13
USG_701640,CUST_2066,2025-04-06,Team_Invite,1,60.27
USG_701641,CUST_2066,2025-11-24,Export_Csv,2,31.15
USG_701642,CUST_2066,2025-09-08,Dashboard_View,1,116.36
USG_701643,CUST_2066,2025-12-15,Team_Invite,8,83.42
USG_701644,CUST_2066,2025-08-17,Team_Invite,5,40.4
USG_701645,CUST_2066,2025-08-13,Dashboard_View,5,60.58
USG_701646,CUST_2066,2025-07-03,Unknown,6,85.22
USG_701647,CUST_2066,2025-04-03,Api_Post,7,32.12
USG_701648,CUST_2066,2025-07-09,Billing_Edit,4,16.15
USG_701649,CUST_2066,2025-01-11,Billing_Edit,2,109.23
USG_701650,CUST_2066,2025-05-11,Team_Invite,6,107.84
USG_701651,CUST_2066,2025-01-29,Billing_Edit,4,58.05
USG_701652,CUST_2066,2025-03-17,Dashboard_View,2,23.35
USG_701653,CUST_2066,2025-05-20,Api_Post,2,57.63
USG_701654,CUST_2066,2025-06-17,Api_Post,2,110.54
USG_701655,CUST_2066,2025-03-18,Api_Post,5,32.9
USG_701656,CUST_2066,2025-08-08,Dashboard_View,7,117.54
USG_701657,CUST_2066,2025-10-08,Billing_Edit,5,62.21
USG_701658,CUST_2066,2025-06-10,Billing_Edit,8,22.08
USG_701659,CUST_2066,2025-04-03,Api_Post,7,97.2
USG_701660,CUST_2066,2025-08-07,Billing_Edit,6,56.22
USG_701661,CUST_2066,2025-03-08,Team_Invite,7,23.06
USG_701662,CUST_2067,2025-04-10,Unknown,1,25.82
USG_701663,CUST_2067,2025-02-09,Api_Post,8,5.62
USG_701664,CUST_2067,2025-11-27,Export_Csv,2,84.07
USG_701665,CUST_2067,2025-12-07,Billing_Edit,3,110.97
USG_701666,CUST_2067,2025-04-21,Export_Csv,7,17.14
USG_701667,CUST_2067,2025-12-08,Team_Invite,2,65.5
USG_701668,CUST_2067,2025-10-01,Team_Invite,1,72.18
USG_701669,CUST_2067,2025-07-26,Export_Csv,8,9.18
USG_701670,CUST_2067,2025-03-14,Export_Csv,5,82.58
USG_701671,CUST_2067,2025-09-25,Export_Csv,3,92.04
USG_701672,CUST_2067,2025-09-23,Unknown,6,67.92
USG_701673,CUST_2067,2025-01-15,Export_Csv,1,48.56
USG_701674,CUST_2067,2025-07-02,Api_Post,4,95.65
USG_701675,CUST_2067,2025-03-02,Team_Invite,7,19.42
USG_701676,CUST_2067,2025-12-07,Dashboard_View,1,103.87
USG_701677,CUST_2068,2025-08-19,Export_Csv,1,60.59
USG_701678,CUST_2068,2025-06-08,Api_Post,6,78.3
USG_701679,CUST_2068,2025-11-23,Team_Invite,4,93.98
USG_701680,CUST_2068,2025-06-12,Api_Post,8,20.35
USG_701681,CUST_2068,2025-09-13,Billing_Edit,6,89.71
USG_701682,CUST_2068,2025-03-17,Team_Invite,3,117.76
USG_701683,CUST_2068,2025-04-19,Dashboard_View,2,91.9
USG_701684,CUST_2068,2025-03-04,Dashboard_View,1,52.96
USG_701685,CUST_2068,2025-11-07,Api_Post,3,104.77
USG_701686,CUST_2068,2025-11-08,Billing_Edit,6,60.14
USG_701687,CUST_2068,2025-11-15,Billing_Edit,6,29.46
USG_701688,CUST_2068,2025-09-08,Unknown,7,17.53
USG_701689,CUST_2068,2025-09-16,Team_Invite,3,71.03
USG_701690,CUST_2068,2025-09-17,Export_Csv,2,26.24
USG_701691,CUST_2068,2025-06-03,Billing_Edit,5,37.72
USG_701692,CUST_2068,2025-06-26,Dashboard_View,8,22.43
USG_701693,CUST_2068,2025-01-08,Billing_Edit,7,52.49
USG_701694,CUST_2068,2025-01-13,Export_Csv,3,7.63
USG_701695,CUST_2068,2025-09-07,Team_Invite,1,18.37
USG_701696,CUST_2068,2025-01-19,Api_Post,1,118.95
USG_701697,CUST_2068,2025-02-06,Export_Csv,5,113.52
USG_701698,CUST_2068,2025-10-19,Billing_Edit,3,52.96
USG_701699,CUST_2068,2025-07-28,Export_Csv,4,42.8
USG_701700,CUST_2068,2025-05-02,Dashboard_View,7,112.72
USG_701701,CUST_2068,2025-12-12,Team_Invite,6,26.55
USG_701702,CUST_2068,2025-10-08,Billing_Edit,8,53.99
USG_701703,CUST_2068,2025-04-07,Dashboard_View,3,68.44
USG_701704,CUST_2068,2025-12-11,Api_Post,5,54.19
USG_701705,CUST_2068,2025-03-31,Unknown,2,33.3
USG_701706,CUST_2068,2025-08-06,Export_Csv,5,55.58
USG_701707,CUST_2068,2025-12-05,Api_Post,3,27.93
USG_701708,CUST_2068,2025-05-10,Dashboard_View,6,75.71
USG_701709,CUST_2069,2025-08-02,Billing_Edit,3,50.75
USG_701710,CUST_2069,2025-11-05,Api_Post,5,21.14
USG_701711,CUST_2069,2025-09-09,Billing_Edit,7,5.69
USG_701712,CUST_2069,2025-06-02,Api_Post,3,118.78
USG_701713,CUST_2069,2025-02-25,Billing_Edit,3,65.16
USG_701714,CUST_2069,2025-03-26,Billing_Edit,8,71.42
USG_701715,CUST_2069,2025-11-11,Api_Post,6,67.02
USG_701716,CUST_2069,2025-10-27,Billing_Edit,8,84.44
USG_701717,CUST_2069,2025-11-23,Team_Invite,1,61.19
USG_701718,CUST_2069,2025-10-14,Export_Csv,3,27.3
USG_701719,CUST_2069,2025-03-05,Api_Post,2,63.7
USG_701720,CUST_2069,2025-03-16,Dashboard_View,2,76.55
USG_701721,CUST_2069,2025-10-29,Team_Invite,8,25.6
USG_701722,CUST_2069,2025-02-18,Team_Invite,8,54.86
USG_701723,CUST_2069,2025-12-15,Export_Csv,5,89.53
USG_701724,CUST_2070,2025-03-01,Billing_Edit,7,38.42
USG_701725,CUST_2070,2025-01-01,Team_Invite,7,59.59
USG_701726,CUST_2070,2025-11-22,Team_Invite,5,63.02
USG_701727,CUST_2070,2025-07-04,Export_Csv,7,15.04
USG_701728,CUST_2070,2025-01-03,Team_Invite,8,80.3
USG_701729,CUST_2070,2025-11-17,Api_Post,6,14.64
USG_701730,CUST_2070,2025-12-06,Unknown,2,119.11
USG_701731,CUST_2070,2025-04-08,Api_Post,6,94.9
USG_701732,CUST_2070,2025-04-06,Export_Csv,5,116.02
USG_701733,CUST_2070,2025-01-31,Api_Post,3,50.16
USG_701734,CUST_2070,2025-08-25,Export_Csv,4,30.26
USG_701735,CUST_2070,2025-05-28,Team_Invite,6,84.14
USG_701736,CUST_2070,2025-08-27,Api_Post,5,13.25
USG_701737,CUST_2070,2025-07-01,Export_Csv,4,42.12
USG_701738,CUST_2070,2025-11-11,Team_Invite,4,73.85
USG_701739,CUST_2070,2025-01-10,Dashboard_View,8,73.11
USG_701740,CUST_2070,2025-03-09,Dashboard_View,6,106.29
USG_701741,CUST_2070,2025-06-02,Team_Invite,4,42.37
USG_701742,CUST_2070,2025-01-27,Api_Post,6,119.29
USG_701743,CUST_2070,2025-04-18,Billing_Edit,5,115.37
USG_701744,CUST_2070,2025-09-16,Api_Post,5,65.89
USG_701745,CUST_2070,2025-12-12,Api_Post,4,71.98
USG_701746,CUST_2070,2025-08-05,Export_Csv,1,49.57
USG_701747,CUST_2070,2025-05-17,Api_Post,8,6.61
USG_701748,CUST_2070,2025-01-21,Billing_Edit,7,82.44
USG_701749,CUST_2070,2025-11-15,Export_Csv,6,78.02
USG_701750,CUST_2070,2025-11-27,Api_Post,6,31.19
USG_701751,CUST_2070,2025-02-17,Api_Post,7,35.68
USG_701752,CUST_2070,2025-09-25,Export_Csv,1,76.38
USG_701753,CUST_2070,2025-09-15,Dashboard_View,2,24.96
USG_701754,CUST_2070,2025-07-06,Dashboard_View,3,34.87
USG_701755,CUST_2070,2025-09-01,Api_Post,4,65.52
USG_701756,CUST_2070,2025-11-24,Api_Post,5,94.59
USG_701757,CUST_2070,2025-09-30,Billing_Edit,4,97.88
USG_701758,CUST_2070,2025-03-26,Billing_Edit,5,17.86
USG_701759,CUST_2070,2025-08-19,Team_Invite,4,61.84
USG_701760,CUST_2070,2025-05-16,Billing_Edit,5,63.49
USG_701761,CUST_2071,2025-07-14,Team_Invite,7,106.96
USG_701762,CUST_2071,2025-09-24,Api_Post,1,107.7
USG_701763,CUST_2071,2025-10-19,Team_Invite,7,61.79
USG_701764,CUST_2071,2025-02-18,Api_Post,3,111.56
USG_701765,CUST_2071,2025-08-25,Api_Post,2,35.41
USG_701766,CUST_2071,2025-11-02,Unknown,8,34.89
USG_701767,CUST_2071,2025-07-28,Api_Post,2,44.55
USG_701768,CUST_2071,2025-05-16,Api_Post,5,113.23
USG_701769,CUST_2071,2025-09-07,Billing_Edit,7,70.48
USG_701770,CUST_2071,2025-11-04,Team_Invite,3,33.75
USG_701771,CUST_2071,2025-05-06,Unknown,8,60.74
USG_701772,CUST_2071,2025-06-01,Billing_Edit,5,108.79
USG_701773,CUST_2071,2025-12-05,Billing_Edit,7,39.06
USG_701774,CUST_2071,2025-07-07,Api_Post,3,64.76
USG_701775,CUST_2071,2025-08-18,Billing_Edit,2,12.45
USG_701776,CUST_2071,2025-06-02,Dashboard_View,2,44.21
USG_701777,CUST_2071,2025-10-02,Api_Post,1,86.77
USG_701778,CUST_2071,2025-09-07,Api_Post,3,69.3
USG_701779,CUST_2071,2025-04-17,Export_Csv,5,8.45
USG_701780,CUST_2071,2025-11-03,Export_Csv,2,66.78
USG_701781,CUST_2071,2025-09-19,Export_Csv,4,21.03
USG_701782,CUST_2071,2025-07-03,Dashboard_View,2,46.95
USG_701783,CUST_2071,2025-11-26,Api_Post,5,114.73
USG_701784,CUST_2071,2025-09-07,Dashboard_View,4,60.06
USG_701785,CUST_2071,2025-10-23,Api_Post,8,107.32
USG_701786,CUST_2071,2025-03-31,Billing_Edit,5,69.86
USG_701787,CUST_2071,2025-12-01,Dashboard_View,7,106.65
USG_701788,CUST_2072,2025-03-12,Dashboard_View,8,22.9
USG_701789,CUST_2072,2025-02-01,Team_Invite,6,77.91
USG_701790,CUST_2072,2025-07-28,Dashboard_View,5,75.41
USG_701791,CUST_2072,2025-09-14,Api_Post,2,103.99
USG_701792,CUST_2072,2025-06-04,Billing_Edit,2,35.65
USG_701793,CUST_2072,2025-03-09,Billing_Edit,5,25.88
USG_701794,CUST_2072,2025-11-10,Dashboard_View,2,8.4
USG_701795,CUST_2072,2025-09-06,Billing_Edit,2,11.38
USG_701796,CUST_2072,2025-12-16,Dashboard_View,8,112.85
USG_701797,CUST_2072,2025-08-02,Team_Invite,4,40.36
USG_701798,CUST_2072,2025-01-13,Billing_Edit,3,44.48
USG_701799,CUST_2072,2025-03-25,Api_Post,2,34.64
USG_701800,CUST_2072,2025-08-05,Export_Csv,2,51.71
USG_701801,CUST_2072,2025-01-27,Team_Invite,7,103.55
USG_701802,CUST_2072,2025-03-03,Export_Csv,4,94.1
USG_701803,CUST_2072,2025-04-15,Team_Invite,1,112.78
USG_701804,CUST_2072,2025-03-06,Dashboard_View,8,95.78
USG_701805,CUST_2072,2025-09-10,Dashboard_View,7,71.68
USG_701806,CUST_2073,2025-03-13,Billing_Edit,1,106.51
USG_701807,CUST_2073,2025-05-04,Dashboard_View,1,83.27
USG_701808,CUST_2073,2025-01-15,Api_Post,7,70.9
USG_701809,CUST_2073,2025-07-31,Team_Invite,5,101.9
USG_701810,CUST_2073,2025-04-09,Team_Invite,5,30.98
USG_701811,CUST_2073,2025-01-27,Dashboard_View,6,10.71
USG_701812,CUST_2073,2025-11-18,Billing_Edit,4,61.95
USG_701813,CUST_2073,2025-07-25,Billing_Edit,5,102.03
USG_701814,CUST_2073,2025-03-05,Export_Csv,2,62.05
USG_701815,CUST_2073,2025-08-16,Dashboard_View,8,80.79
USG_701816,CUST_2073,2025-04-13,Dashboard_View,6,75.89
USG_701817,CUST_2073,2025-11-03,Dashboard_View,3,57.0
USG_701818,CUST_2073,2025-07-08,Export_Csv,4,61.71
USG_701819,CUST_2073,2025-01-02,Dashboard_View,1,112.11
USG_701820,CUST_2073,2025-07-02,Export_Csv,6,86.4
USG_701821,CUST_2073,2025-07-11,Team_Invite,6,34.51
USG_701822,CUST_2073,2025-03-25,Api_Post,1,48.24
USG_701823,CUST_2073,2025-12-14,Team_Invite,4,24.03
USG_701824,CUST_2074,2025-10-27,Team_Invite,7,88.37
USG_701825,CUST_2074,2025-10-15,Export_Csv,1,49.83
USG_701826,CUST_2074,2025-11-01,Team_Invite,2,36.91
USG_701827,CUST_2074,2025-04-20,Billing_Edit,3,40.96
USG_701828,CUST_2074,2025-01-22,Billing_Edit,6,45.16
USG_701829,CUST_2074,2025-06-11,Billing_Edit,5,78.58
USG_701830,CUST_2074,2025-11-06,Export_Csv,2,74.87
USG_701831,CUST_2074,2025-04-08,Export_Csv,2,26.03
USG_701832,CUST_2074,2025-07-04,Api_Post,6,69.22
USG_701833,CUST_2074,2025-12-11,Billing_Edit,3,106.16
USG_701834,CUST_2074,2025-06-09,Api_Post,6,36.24
USG_701835,CUST_2074,2025-03-20,Export_Csv,5,63.42
USG_701836,CUST_2074,2025-08-06,Unknown,6,70.09
USG_701837,CUST_2074,2025-12-16,Billing_Edit,1,8.23
USG_701838,CUST_2074,2025-06-11,Api_Post,8,69.38
USG_701839,CUST_2074,2025-05-04,Dashboard_View,5,91.78
USG_701840,CUST_2074,2025-06-16,Dashboard_View,4,11.37
USG_701841,CUST_2074,2025-05-01,Billing_Edit,4,31.6
USG_701842,CUST_2074,2025-05-01,Billing_Edit,6,12.99
USG_701843,CUST_2074,2025-06-18,Team_Invite,8,57.62
USG_701844,CUST_2074,2025-02-14,Billing_Edit,8,83.27
USG_701845,CUST_2074,2025-11-03,Export_Csv,5,113.92
USG_701846,CUST_2074,2025-04-29,Api_Post,6,10.28
USG_701847,CUST_2074,2025-08-08,Export_Csv,2,70.19
USG_701848,CUST_2074,2025-07-24,Dashboard_View,8,117.74
USG_701849,CUST_2074,2025-04-11,Dashboard_View,4,53.66
USG_701850,CUST_2074,2025-07-28,Team_Invite,3,11.12
USG_701851,CUST_2074,2025-02-10,Dashboard_View,8,98.69
USG_701852,CUST_2074,2025-01-21,Dashboard_View,2,53.43
USG_701853,CUST_2074,2025-06-05,Team_Invite,8,56.3
USG_701854,CUST_2074,2025-06-16,Billing_Edit,2,33.37
USG_701855,CUST_2074,2025-01-30,Dashboard_View,1,75.41
USG_701856,CUST_2074,2025-05-08,Export_Csv,1,90.51
USG_701857,CUST_2074,2025-11-15,Billing_Edit,8,41.72
USG_701858,CUST_2074,2025-01-08,Dashboard_View,5,102.63
USG_701859,CUST_2074,2025-01-11,Dashboard_View,6,92.56
USG_701860,CUST_2075,2025-02-27,Dashboard_View,4,114.11
USG_701861,CUST_2075,2025-08-15,Api_Post,1,52.39
USG_701862,CUST_2075,2025-01-13,Billing_Edit,2,97.45
USG_701863,CUST_2075,2025-02-04,Billing_Edit,4,13.89
USG_701864,CUST_2075,2025-02-03,Export_Csv,1,41.61
USG_701865,CUST_2075,2025-04-24,Team_Invite,5,14.69
USG_701866,CUST_2075,2025-09-26,Api_Post,3,8.44
USG_701867,CUST_2075,2025-03-29,Api_Post,1,35.41
USG_701868,CUST_2075,2025-08-07,Billing_Edit,3,63.15
USG_701869,CUST_2075,2025-07-08,Dashboard_View,1,41.05
USG_701870,CUST_2075,2025-07-14,Export_Csv,4,47.13
USG_701871,CUST_2075,2025-10-05,Export_Csv,5,63.14
USG_701872,CUST_2075,2025-01-25,Billing_Edit,2,113.19
USG_701873,CUST_2075,2025-10-03,Dashboard_View,3,6.33
USG_701874,CUST_2075,2025-10-06,Dashboard_View,8,46.84
USG_701875,CUST_2075,2025-06-17,Billing_Edit,3,84.43
USG_701876,CUST_2075,2025-01-26,Billing_Edit,2,14.45
USG_701877,CUST_2075,2025-03-18,Export_Csv,7,29.74
USG_701878,CUST_2075,2025-01-06,Dashboard_View,5,54.04
USG_701879,CUST_2075,2025-08-23,Team_Invite,5,82.19
USG_701880,CUST_2075,2025-04-22,Export_Csv,6,85.93
USG_701881,CUST_2075,2025-11-18,Api_Post,3,18.17
USG_701882,CUST_2075,2025-05-04,Team_Invite,6,28.07
USG_701883,CUST_2075,2025-01-19,Export_Csv,3,22.33
USG_701884,CUST_2075,2025-03-03,Dashboard_View,4,40.14
USG_701885,CUST_2075,2025-06-14,Api_Post,5,119.67
USG_701886,CUST_2075,2025-05-21,Team_Invite,1,68.84
USG_701887,CUST_2075,2025-03-20,Api_Post,3,82.68
USG_701888,CUST_2075,2025-10-14,Dashboard_View,1,37.72
USG_701889,CUST_2075,2025-05-01,Api_Post,2,6.48
USG_701890,CUST_2076,2025-01-21,Export_Csv,5,31.26
USG_701891,CUST_2076,2025-09-07,Export_Csv,8,80.81
USG_701892,CUST_2076,2025-07-05,Export_Csv,2,77.27
USG_701893,CUST_2076,2025-02-16,Billing_Edit,7,58.75
USG_701894,CUST_2076,2025-03-10,Export_Csv,6,116.79
USG_701895,CUST_2076,2025-08-26,Team_Invite,3,43.83
USG_701896,CUST_2076,2025-08-06,Api_Post,6,87.54
USG_701897,CUST_2076,2025-09-01,Dashboard_View,2,90.83
USG_701898,CUST_2076,2025-10-12,Billing_Edit,7,113.16
USG_701899,CUST_2076,2025-04-28,Billing_Edit,6,63.23
USG_701900,CUST_2076,2025-02-24,Api_Post,1,34.64
USG_701901,CUST_2076,2025-12-12,Export_Csv,6,53.36
USG_701902,CUST_2076,2025-05-02,Export_Csv,1,118.03
USG_701903,CUST_2076,2025-02-01,Billing_Edit,5,42.93
USG_701904,CUST_2076,2025-08-12,Export_Csv,1,53.95
USG_701905,CUST_2076,2025-03-16,Dashboard_View,6,8.03
USG_701906,CUST_2076,2025-08-02,Dashboard_View,6,24.96
USG_701907,CUST_2076,2025-08-26,Billing_Edit,2,30.08
USG_701908,CUST_2076,2025-09-19,Team_Invite,2,104.35
USG_701909,CUST_2076,2025-05-21,Api_Post,7,19.58
USG_701910,CUST_2076,2025-08-03,Export_Csv,7,82.71
USG_701911,CUST_2076,2025-08-02,Export_Csv,1,50.13
USG_701912,CUST_2076,2025-11-30,Team_Invite,6,60.35
USG_701913,CUST_2076,2025-11-17,Billing_Edit,7,8.05
USG_701914,CUST_2076,2025-08-23,Export_Csv,7,81.79
USG_701915,CUST_2076,2025-05-16,Dashboard_View,7,60.69
USG_701916,CUST_2076,2025-04-10,Api_Post,3,53.49
USG_701917,CUST_2076,2025-11-20,Dashboard_View,5,90.27
USG_701918,CUST_2076,2025-11-04,Api_Post,4,46.44
USG_701919,CUST_2076,2025-06-13,Team_Invite,8,32.42
USG_701920,CUST_2076,2025-06-25,Dashboard_View,5,29.25
USG_701921,CUST_2076,2025-08-02,Team_Invite,7,75.62
USG_701922,CUST_2076,2025-07-20,Api_Post,1,89.29
USG_701923,CUST_2076,2025-05-16,Team_Invite,2,47.78
USG_701944,CUST_2078,2025-05-23,Dashboard_View,1,88.34
USG_701945,CUST_2078,2025-11-28,Export_Csv,2,16.22
USG_701946,CUST_2078,2025-12-01,Export_Csv,2,84.2
USG_701947,CUST_2078,2025-10-04,Billing_Edit,4,87.19
USG_701948,CUST_2078,2025-01-23,Billing_Edit,5,96.42
USG_701949,CUST_2078,2025-07-24,Billing_Edit,2,99.91
