Subscription_Id,Customer_Id,Plan_Id,Start_Date,End_Date,Status,Subscription_Days
SUB_30432,CUST_2432,p_basic,2025-04-08,2025-09-02,Cancelled,147
SUB_30434,CUST_2434,p_pro,2025-10-19,2026-06-15,Cancelled,239
SUB_30435,CUST_2435,p_pro,2025-03-19,2025-10-21,Churned,216
SUB_30437,CUST_2437,p_ent,2025-12-17,,Active,0
SUB_30438,CUST_2438,p_ent,2025-12-15,,Active,0
SUB_30439,CUST_2439,p_basic,2025-04-20,,Active,0
SUB_30440,CUST_2440,p_pro,2025-12-15,2026-01-22,Churned,38
SUB_30442,CUST_2442,p_ent,2025-04-15,2025-11-29,Churned,228
SUB_30443,CUST_2443,p_pro,2025-08-24,,Active,0
SUB_30444,CUST_2444,p_ent,2025-02-06,2025-07-14,Churned,158
SUB_30445,CUST_2445,p_basic,2025-01-06,,Active,0
SUB_30446,CUST_2446,p_pro,2025-02-12,,Active,0
SUB_30447,CUST_2447,p_ent,2025-05-02,,Active,0
SUB_30448,CUST_2448,p_ent,2025-12-26,,Active,0
SUB_30449,CUST_2449,p_pro,2025-09-03,,Active,0
SUB_30450,CUST_2450,p_pro,2025-05-17,,Active,0
SUB_30451,CUST_2451,p_ent,2025-10-19,,Active,0
SUB_30452,CUST_2452,p_pro,2025-08-29,,Active,0
SUB_30453,CUST_2453,p_pro,2025-06-02,2025-11-20,Cancelled,171
SUB_30454,CUST_2454,p_pro,2025-10-04,,Active,0
SUB_30455,CUST_2455,p_ent,2025-05-20,2025-12-05,Cancelled,199
SUB_30456,CUST_2456,p_pro,2025-07-06,,Active,0
SUB_30457,CUST_2457,p_basic,2025-09-20,,Active,0
SUB_30458,CUST_2458,p_pro,2025-08-04,2026-03-13,Cancelled,221
SUB_30460,CUST_2460,p_pro,2025-02-09,,Active,0
SUB_30461,CUST_2461,p_pro,2025-06-19,2025-09-02,Churned,75
SUB_30462,CUST_2462,p_ent,2025-10-01,,Active,0
SUB_30463,CUST_2463,p_pro,2025-10-19,,Active,0
SUB_30464,CUST_2464,p_ent,2025-04-10,,Active,0
SUB_30465,CUST_2465,p_basic,2025-05-19,,Active,0
SUB_30466,CUST_2466,p_pro,2025-08-10,,Active,0
SUB_30467,CUST_2467,p_pro,2025-03-10,,Active,0
SUB_30468,CUST_2468,p_basic,2025-11-08,,Active,0
SUB_30469,CUST_2469,p_pro,2025-11-10,2026-03-10,Churned,120
SUB_30470,CUST_2470,p_basic,2025-07-09,,Active,0
SUB_30472,CUST_2472,p_basic,2025-04-27,2025-09-18,Cancelled,144
SUB_30473,CUST_2473,p_pro,2025-01-16,2025-02-18,Cancelled,33
SUB_30474,CUST_2474,p_pro,2025-08-10,2025-11-01,Cancelled,83
SUB_30476,CUST_2476,p_basic,2025-12-31,2026-04-12,Churned,102
SUB_30477,CUST_2477,p_basic,2025-02-26,,Active,0
SUB_30478,CUST_2478,p_basic,2025-01-06,,Active,0
SUB_30479,CUST_2479,p_pro,2025-12-25,2026-03-12,Churned,77
SUB_30480,CUST_2480,p_ent,2025-04-29,,Active,0
SUB_30481,CUST_2481,p_pro,2025-03-22,2025-07-31,Cancelled,131
SUB_30482,CUST_2482,p_basic,2025-10-07,2026-03-10,Churned,154
SUB_30483,CUST_2483,p_pro,2025-03-29,,Active,0
SUB_30484,CUST_2484,p_basic,2025-02-06,,Active,0
SUB_30485,CUST_2485,p_basic,2025-07-12,,Active,0
SUB_30486,CUST_2486,p_ent,2025-02-26,,Active,0
SUB_30487,CUST_2487,p_basic,2025-06-26,2026-02-11,Churned,230
SUB_30488,CUST_2488,p_pro,2025-12-19,,Active,0
SUB_30489,CUST_2489,p_basic,2025-10-21,,Active,0
SUB_30490,CUST_2490,p_ent,2025-08-30,2025-12-14,Cancelled,106
SUB_30491,CUST_2491,p_ent,2025-01-02,,Active,0
SUB_30492,CUST_2492,p_ent,2025-07-31,,Active,0
SUB_30494,CUST_2494,p_pro,2025-04-16,,Active,0
SUB_30495,CUST_2495,p_ent,2025-04-02,2025-06-13,Churned,72
SUB_30496,CUST_2496,p_pro,2025-05-20,,Active,0
SUB_30498,CUST_2498,p_basic,2025-04-09,,Active,0
SUB_30499,CUST_2499,p_ent,2025-02-14,,Active,0
SUB_30500,CUST_2500,p_pro,2025-07-26,,Active,0
SUB_30501,CUST_2501,p_ent,2025-11-25,2026-04-30,Cancelled,156
SUB_30503,CUST_2503,p_pro,2025-01-13,2025-06-15,Cancelled,153
SUB_30504,CUST_2504,p_pro,2025-08-06,2025-09-20,Cancelled,45
SUB_30505,CUST_2505,p_basic,2025-09-14,,Active,0
SUB_30506,CUST_2506,p_basic,2025-12-14,2026-03-27,Cancelled,103
SUB_30507,CUST_2507,p_pro,2025-07-13,,Active,0
SUB_30508,CUST_2508,p_pro,2025-05-16,2025-11-22,Cancelled,190
SUB_30509,CUST_2509,p_pro,2025-11-30,,Active,0
SUB_30510,CUST_2510,p_ent,2025-08-08,,Active,0
SUB_30512,CUST_2512,p_ent,2025-03-28,2025-10-10,Cancelled,196
SUB_30513,CUST_2513,p_ent,2025-07-06,2026-01-14,Cancelled,192
SUB_30514,CUST_2514,p_ent,2025-10-08,,Active,0
SUB_30515,CUST_2515,p_pro,2025-05-05,,Active,0
SUB_30516,CUST_2516,p_pro,2025-09-23,,Active,0
SUB_30517,CUST_2517,p_pro,2025-11-19,,Active,0
SUB_30518,CUST_2518,p_ent,2025-02-08,,Active,0
SUB_30519,CUST_2519,p_pro,2025-03-30,2025-06-30,Churned,92
SUB_30521,CUST_2521,p_basic,2025-09-13,,Active,0
SUB_30522,CUST_2522,p_pro,2025-04-28,,Active,0
SUB_30524,CUST_2524,p_pro,2025-11-24,2026-04-04,Cancelled,131
SUB_30526,CUST_2526,p_pro,2025-09-25,,Active,0
SUB_30527,CUST_2527,p_pro,2025-11-24,,Active,0
SUB_30528,CUST_2528,p_pro,2025-10-30,,Active,0
SUB_30529,CUST_2529,p_pro,2025-02-25,,Active,0
SUB_30530,CUST_2530,p_basic,2025-07-29,,Active,0
SUB_30531,CUST_2531,p_pro,2025-03-28,,Active,0
SUB_30532,CUST_2532,p_ent,2025-03-10,2025-06-04,Churned,86
SUB_30533,CUST_2533,p_basic,2025-08-24,2026-02-11,Cancelled,171
SUB_30534,CUST_2534,p_pro,2025-02-25,,Active,0
SUB_30535,CUST_2535,p_pro,2025-12-31,2026-02-17,Cancelled,48
SUB_30536,CUST_2536,p_basic,2025-01-30,,Active,0
SUB_30537,CUST_2537,p_ent,2025-11-01,,Active,0
SUB_30538,CUST_2538,p_ent,2025-07-01,,Active,0
SUB_30539,CUST_2539,p_basic,2025-01-04,2025-05-16,Churned,132
SUB_30540,CUST_2540,p_ent,2025-05-21,,Active,0
SUB_30541,CUST_2541,p_pro,2025-04-11,,Active,0
SUB_30542,CUST_2542,p_pro,2025-08-03,,Active,0
SUB_30543,CUST_2543,p_basic,2025-04-07,,Active,0
SUB_30545,CUST_2545,p_pro,2025-08-15,2025-12-17,Churned,124
SUB_30546,CUST_2546,p_pro,2025-06-11,2025-07-21,Cancelled,40
SUB_30547,CUST_2547,p_pro,2025-10-07,,Active,0
SUB_30549,CUST_2549,p_basic,2025-12-17,,Active,0
SUB_30550,CUST_2550,p_pro,2025-02-18,,Active,0
SUB_30552,CUST_2552,p_ent,2025-03-01,,Active,0
SUB_30553,CUST_2553,p_pro,2025-02-01,2025-07-03,Cancelled,152
SUB_30554,CUST_2554,p_ent,2025-05-22,,Active,0
SUB_30555,CUST_2555,p_pro,2025-06-27,2025-10-30,Cancelled,125
SUB_30556,CUST_2556,p_pro,2025-09-26,,Active,0
SUB_30557,CUST_2557,p_pro,2025-07-18,,Active,0
SUB_30558,CUST_2558,p_pro,2025-12-11,,Active,0
SUB_30559,CUST_2559,p_pro,2025-08-04,,Active,0
SUB_30560,CUST_2560,p_pro,2025-07-12,2025-09-07,Cancelled,57
SUB_30561,CUST_2561,p_pro,2025-03-21,,Active,0
SUB_30562,CUST_2562,p_pro,2025-09-04,,Active,0
SUB_30563,CUST_2563,p_pro,2025-06-07,,Active,0
SUB_30564,CUST_2564,p_pro,2025-06-30,,Active,0
SUB_30565,CUST_2565,p_pro,2025-07-20,2026-01-03,Cancelled,167
SUB_30566,CUST_2566,p_pro,2025-02-06,2025-06-20,Cancelled,134
SUB_30567,CUST_2567,p_basic,2025-03-22,,Active,0
SUB_30568,CUST_2568,p_ent,2025-03-24,,Active,0
SUB_30569,CUST_2569,p_pro,2025-05-13,,Active,0
SUB_30570,CUST_2570,p_pro,2025-08-14,2025-09-20,Cancelled,37
SUB_30571,CUST_2571,p_pro,2025-09-24,2026-05-17,Churned,235
SUB_30573,CUST_2573,p_basic,2025-05-09,,Active,0
SUB_30574,CUST_2574,p_pro,2025-07-10,,Active,0
SUB_30575,CUST_2575,p_basic,2025-10-24,2026-05-18,Cancelled,206
SUB_30576,CUST_2576,p_basic,2025-06-09,,Active,0
SUB_30577,CUST_2577,p_pro,2025-07-30,,Active,0
SUB_30578,CUST_2578,p_pro,2025-06-04,,Active,0
SUB_30579,CUST_2579,p_pro,2025-10-24,,Active,0
SUB_30580,CUST_2580,p_pro,2025-05-31,2025-11-02,Churned,155
SUB_30582,CUST_2582,p_ent,2025-11-01,,Active,0
SUB_30583,CUST_2583,p_pro,2025-12-12,,Active,0
SUB_30584,CUST_2584,p_ent,2025-06-14,,Active,0
SUB_30585,CUST_2585,p_ent,2025-04-30,2025-09-09,Churned,132
SUB_30587,CUST_2587,p_basic,2025-10-10,,Active,0
SUB_30588,CUST_2588,p_basic,2025-05-21,,Active,0
SUB_30589,CUST_2589,p_pro,2025-03-19,,Active,0
SUB_30590,CUST_2590,p_basic,2025-08-04,,Active,0
SUB_30591,CUST_2591,p_basic,2025-03-15,2025-04-29,Cancelled,45
SUB_30592,CUST_2592,p_ent,2025-10-04,,Active,0
SUB_30593,CUST_2593,p_ent,2025-07-05,,Active,0
SUB_30594,CUST_2594,p_pro,2025-11-15,,Active,0
SUB_30595,CUST_2595,p_pro,2025-08-15,2026-01-01,Cancelled,139
SUB_30596,CUST_2596,p_basic,2025-04-23,2025-10-19,Cancelled,179
SUB_30597,CUST_2597,p_basic,2025-01-10,,Active,0
SUB_30598,CUST_2598,p_pro,2025-05-12,,Active,0
SUB_30599,CUST_2599,p_ent,2025-01-27,,Active,0
SUB_30600,CUST_2600,p_pro,2025-08-30,2025-10-05,Cancelled,36
SUB_30601,CUST_2601,p_ent,2025-08-20,2025-10-19,Churned,60
SUB_30602,CUST_2602,p_pro,2025-04-09,,Active,0
SUB_30603,CUST_2603,p_pro,2025-10-21,,Active,0
SUB_30604,CUST_2604,p_pro,2025-11-17,,Active,0
SUB_30605,CUST_2605,p_pro,2025-04-15,,Active,0
SUB_30606,CUST_2606,p_pro,2025-04-23,,Active,0
SUB_30607,CUST_2607,p_pro,2025-07-24,,Active,0
SUB_30608,CUST_2608,p_basic,2025-03-21,2025-07-05,Churned,106
SUB_30609,CUST_2609,p_pro,2025-02-27,,Active,0
SUB_30610,CUST_2610,p_ent,2025-07-26,,Active,0
SUB_30611,CUST_2611,p_pro,2025-07-31,2025-09-10,Cancelled,41
SUB_30612,CUST_2612,p_pro,2025-03-03,,Active,0
SUB_30615,CUST_2615,p_pro,2025-06-27,,Active,0
SUB_30616,CUST_2616,p_pro,2025-12-03,2026-02-07,Cancelled,66
SUB_30618,CUST_2618,p_ent,2025-08-19,,Active,0
SUB_30619,CUST_2619,p_ent,2025-08-01,,Active,0
SUB_30620,CUST_2620,p_pro,2025-09-21,,Active,0
SUB_30621,CUST_2621,p_basic,2025-06-29,2026-01-14,Cancelled,199
SUB_30622,CUST_2622,p_pro,2025-09-05,,Active,0
SUB_30623,CUST_2623,p_pro,2025-09-05,,Active,0
SUB_30624,CUST_2624,p_pro,2025-07-15,2026-03-10,Cancelled,238
SUB_30625,CUST_2625,p_pro,2025-02-23,,Active,0
SUB_30626,CUST_2626,p_basic,2025-09-16,,Active,0
SUB_30627,CUST_2627,p_pro,2025-09-05,,Active,0
SUB_30628,CUST_2628,p_basic,2025-05-05,,Active,0
SUB_30629,CUST_2629,p_basic,2025-06-04,,Active,0
SUB_30630,CUST_2630,p_pro,2025-05-24,,Active,0
SUB_30631,CUST_2631,p_pro,2025-11-30,2026-03-24,Cancelled,114
SUB_30632,CUST_2632,p_basic,2025-12-13,,Active,0
SUB_30633,CUST_2633,p_pro,2025-06-09,,Active,0
SUB_30634,CUST_2634,p_pro,2025-10-30,,Active,0
SUB_30635,CUST_2635,p_ent,2025-05-27,,Active,0
SUB_30636,CUST_2636,p_ent,2025-06-18,,Active,0
SUB_30637,CUST_2637,p_basic,2025-11-21,2026-07-10,Cancelled,231
SUB_30638,CUST_2638,p_basic,2025-05-15,,Active,0
SUB_30639,CUST_2639,p_ent,2025-08-15,2025-12-15,Churned,122
SUB_30640,CUST_2640,p_basic,2025-11-04,2026-03-16,Cancelled,132
SUB_30641,CUST_2641,p_ent,2025-04-07,2025-08-02,Churned,117
SUB_30642,CUST_2642,p_pro,2025-06-20,,Active,0
SUB_30643,CUST_2643,p_pro,2025-04-12,,Active,0
SUB_30644,CUST_2644,p_pro,2025-08-10,,Active,0
SUB_30645,CUST_2645,p_pro,2025-05-04,,Active,0
SUB_30646,CUST_2646,p_basic,2025-06-03,,Active,0
SUB_30647,CUST_2647,p_basic,2025-09-23,,Active,0
SUB_30648,CUST_2648,p_basic,2025-08-07,,Active,0
SUB_30649,CUST_2649,p_pro,2025-10-08,2026-05-03,Cancelled,207
SUB_30651,CUST_2651,p_pro,2025-04-25,,Active,0
SUB_30652,CUST_2652,p_pro,2025-08-21,,Active,0
SUB_30653,CUST_2653,p_pro,2025-06-28,,Active,0
SUB_30654,CUST_2654,p_pro,2025-02-11,,Active,0
SUB_30655,CUST_2655,p_basic,2025-08-13,2025-11-27,Churned,106
SUB_30656,CUST_2656,p_pro,2025-12-20,2026-01-19,Churned,30
SUB_30657,CUST_2657,p_basic,2025-12-27,,Active,0
SUB_30658,CUST_2658,p_pro,2025-07-01,,Active,0
SUB_30659,CUST_2659,p_ent,2025-01-10,,Active,0
SUB_30660,CUST_2660,p_basic,2025-10-10,2026-01-31,Churned,113
SUB_30661,CUST_2661,p_pro,2025-03-14,,Active,0
SUB_30663,CUST_2663,p_ent,2025-09-19,,Active,0
SUB_30664,CUST_2664,p_pro,2025-06-10,,Active,0
SUB_30665,CUST_2665,p_ent,2025-02-18,,Active,0
SUB_30666,CUST_2666,p_pro,2025-03-09,2025-05-02,Cancelled,54
SUB_30667,CUST_2667,p_basic,2025-08-19,,Active,0
SUB_30668,CUST_2668,p_pro,2025-11-16,2026-02-12,Churned,88
SUB_30669,CUST_2669,p_pro,2025-07-14,,Active,0
SUB_30670,CUST_2670,p_pro,2025-09-08,,Active,0
SUB_30671,CUST_2671,p_pro,2025-12-17,,Active,0
SUB_30672,CUST_2672,p_pro,2025-01-16,,Active,0
SUB_30673,CUST_2673,p_pro,2025-10-11,,Active,0
SUB_30674,CUST_2674,p_ent,2025-12-12,2026-02-01,Churned,51
SUB_30675,CUST_2675,p_pro,2025-12-09,2026-02-13,Cancelled,66
SUB_30676,CUST_2676,p_ent,2025-11-19,2026-05-11,Cancelled,173
SUB_30677,CUST_2677,p_ent,2025-02-09,2025-05-19,Churned,99
SUB_30679,CUST_2679,p_pro,2025-03-17,2025-10-28,Cancelled,225
SUB_30680,CUST_2680,p_ent,2025-11-06,,Active,0
SUB_30681,CUST_2681,p_ent,2025-04-03,,Active,0
SUB_30682,CUST_2682,p_pro,2025-05-26,2025-06-26,Cancelled,31
SUB_30683,CUST_2683,p_pro,2025-08-08,,Active,0
SUB_30684,CUST_2684,p_basic,2025-03-12,,Active,0
SUB_30685,CUST_2685,p_ent,2025-12-20,,Active,0
SUB_30686,CUST_2686,p_pro,2025-06-16,,Active,0
SUB_30687,CUST_2687,p_pro,2025-07-13,,Active,0
SUB_30688,CUST_2688,p_pro,2025-10-13,,Active,0
SUB_30689,CUST_2689,p_basic,2025-02-06,,Active,0
SUB_30691,CUST_2691,p_basic,2025-05-28,,Active,0
SUB_30692,CUST_2692,p_pro,2025-09-19,,Active,0
SUB_30694,CUST_2694,p_basic,2025-01-23,2025-07-09,Cancelled,167
SUB_30695,CUST_2695,p_basic,2025-10-22,,Active,0
SUB_30697,CUST_2697,p_ent,2025-08-17,,Active,0
SUB_30698,CUST_2698,p_ent,2025-06-08,2025-09-04,Cancelled,88
SUB_30700,CUST_2700,p_pro,2025-02-25,2025-05-10,Cancelled,74
SUB_30701,CUST_2701,p_basic,2025-07-16,,Active,0
SUB_30702,CUST_2702,p_ent,2025-08-17,2026-01-28,Cancelled,164
SUB_30703,CUST_2703,p_pro,2025-07-10,,Active,0
SUB_30704,CUST_2704,p_ent,2025-01-30,2025-07-20,Churned,171
SUB_30706,CUST_2706,p_pro,2025-07-22,2025-09-29,Churned,69
SUB_30707,CUST_2707,p_pro,2025-05-04,,Active,0
SUB_30708,CUST_2708,p_pro,2025-07-30,,Active,0
SUB_30709,CUST_2709,p_pro,2025-02-25,2025-04-30,Churned,64
SUB_30710,CUST_2710,p_pro,2025-03-06,,Active,0
SUB_30711,CUST_2711,p_ent,2025-12-18,,Active,0
SUB_30712,CUST_2712,p_basic,2025-10-17,,Active,0
SUB_30713,CUST_2713,p_ent,2025-10-07,,Active,0
SUB_30714,CUST_2714,p_ent,2025-06-03,,Active,0
SUB_30716,CUST_2716,p_ent,2025-08-13,2025-11-17,Cancelled,96
SUB_30717,CUST_2717,p_basic,2025-10-08,,Active,0
SUB_30718,CUST_2718,p_ent,2025-07-16,,Active,0
SUB_30719,CUST_2719,p_pro,2025-04-28,,Active,0
SUB_30720,CUST_2720,p_basic,2025-11-04,,Active,0
SUB_30721,CUST_2721,p_pro,2025-04-26,,Active,0
SUB_30722,CUST_2722,p_ent,2025-04-08,2025-08-17,Cancelled,131
SUB_30723,CUST_2723,p_pro,2025-08-06,,Active,0
SUB_30724,CUST_2724,p_ent,2025-11-22,,Active,0
SUB_30725,CUST_2725,p_ent,2025-01-20,2025-03-27,Cancelled,66
SUB_30726,CUST_2726,p_pro,2025-11-23,2026-02-19,Cancelled,88
SUB_30728,CUST_2728,p_pro,2025-07-06,2026-02-06,Churned,215
SUB_30729,CUST_2729,p_basic,2025-11-23,2026-07-13,Churned,232
SUB_30730,CUST_2730,p_pro,2025-10-30,2026-04-10,Churned,162
SUB_30731,CUST_2731,p_ent,2025-12-06,,Active,0
SUB_30732,CUST_2732,p_ent,2025-06-06,,Active,0
SUB_30733,CUST_2733,p_pro,2025-12-31,2026-03-07,Churned,66
SUB_30734,CUST_2734,p_pro,2025-02-13,,Active,0
SUB_30735,CUST_2735,p_pro,2025-03-26,,Active,0
SUB_30736,CUST_2736,p_basic,2025-06-07,,Active,0
SUB_30737,CUST_2737,p_basic,2025-01-17,,Active,0
SUB_30738,CUST_2738,p_pro,2025-03-19,,Active,0
SUB_30739,CUST_2739,p_ent,2025-04-26,,Active,0
SUB_30740,CUST_2740,p_ent,2025-07-28,,Active,0
SUB_30741,CUST_2741,p_pro,2025-06-29,,Active,0
SUB_30742,CUST_2742,p_basic,2025-03-12,,Active,0
SUB_30743,CUST_2743,p_pro,2025-04-06,,Active,0
SUB_30744,CUST_2744,p_pro,2025-08-20,,Active,0
SUB_30745,CUST_2745,p_ent,2025-12-29,,Active,0
SUB_30747,CUST_2747,p_pro,2025-12-11,,Active,0
SUB_30748,CUST_2748,p_pro,2025-07-25,2025-12-08,Churned,136
SUB_30749,CUST_2749,p_pro,2025-03-15,2025-08-28,Cancelled,166
SUB_30751,CUST_2751,p_pro,2025-10-17,,Active,0
SUB_30752,CUST_2752,p_basic,2025-08-14,,Active,0
SUB_30753,CUST_2753,p_pro,2025-08-07,,Active,0
SUB_30754,CUST_2754,p_pro,2025-09-26,,Active,0
SUB_30755,CUST_2755,p_pro,2025-10-07,,Active,0
SUB_30757,CUST_2757,p_pro,2025-12-24,,Active,0
SUB_30758,CUST_2758,p_ent,2025-02-04,,Active,0
SUB_30759,CUST_2759,p_pro,2025-02-11,,Active,0
SUB_30760,CUST_2760,p_basic,2025-07-02,,Active,0
SUB_30761,CUST_2761,p_basic,2025-06-30,,Active,0
SUB_30762,CUST_2762,p_pro,2025-04-15,2025-09-16,Cancelled,154
SUB_30763,CUST_2763,p_pro,2025-10-15,2026-01-22,Churned,99
SUB_30764,CUST_2764,p_basic,2025-03-29,,Active,0
SUB_30765,CUST_2765,p_pro,2025-08-30,2026-01-30,Churned,153
SUB_30766,CUST_2766,p_basic,2025-05-13,,Active,0
SUB_30767,CUST_2767,p_pro,2025-06-17,,Active,0
SUB_30768,CUST_2768,p_pro,2025-03-10,2025-06-26,Cancelled,108
SUB_30769,CUST_2769,p_basic,2025-10-09,,Active,0
SUB_30770,CUST_2770,p_pro,2025-08-03,,Active,0
SUB_30771,CUST_2771,p_basic,2025-12-13,,Active,0
SUB_30773,CUST_2773,p_basic,2025-03-20,,Active,0
SUB_30774,CUST_2774,p_pro,2025-03-23,2025-11-05,Cancelled,227
SUB_30775,CUST_2775,p_pro,2025-02-21,2025-05-24,Cancelled,92
SUB_30776,CUST_2776,p_pro,2025-04-21,,Active,0
SUB_30777,CUST_2777,p_pro,2025-10-14,,Active,0
SUB_30780,CUST_2780,p_pro,2025-08-07,,Active,0
SUB_30781,CUST_2781,p_pro,2025-12-21,,Active,0
SUB_30783,CUST_2783,p_basic,2025-02-17,,Active,0
SUB_30784,CUST_2784,p_ent,2025-03-26,2025-11-21,Cancelled,240
SUB_30785,CUST_2785,p_pro,2025-10-13,,Active,0
SUB_30786,CUST_2786,p_basic,2025-10-28,2026-05-31,Churned,215
SUB_30787,CUST_2787,p_pro,2025-02-09,,Active,0
SUB_30788,CUST_2788,p_basic,2025-07-30,,Active,0
SUB_30789,CUST_2789,p_pro,2025-06-15,,Active,0
SUB_30790,CUST_2790,p_basic,2025-04-16,2025-12-08,Cancelled,236
SUB_30791,CUST_2791,p_pro,2025-08-07,2025-10-28,Cancelled,82
SUB_30792,CUST_2792,p_ent,2025-01-13,2025-05-12,Cancelled,119
SUB_30793,CUST_2793,p_basic,2025-04-21,2025-06-20,Cancelled,60
SUB_30794,CUST_2794,p_pro,2025-08-09,,Active,0
SUB_30795,CUST_2795,p_pro,2025-05-29,,Active,0
SUB_30796,CUST_2796,p_pro,2025-02-24,2025-04-09,Cancelled,44
SUB_30798,CUST_2798,p_pro,2025-07-12,,Active,0
SUB_30799,CUST_2799,p_basic,2025-01-11,,Active,0
SUB_30800,CUST_2800,p_pro,2025-02-09,,Active,0
SUB_30801,CUST_2801,p_pro,2025-05-14,,Active,0
SUB_30802,CUST_2802,p_pro,2025-06-20,2026-01-10,Churned,204
SUB_30803,CUST_2803,p_pro,2025-11-25,,Active,0
SUB_30804,CUST_2804,p_pro,2025-09-12,,Active,0
SUB_30805,CUST_2805,p_ent,2025-11-15,,Active,0
SUB_30806,CUST_2806,p_basic,2025-08-27,,Active,0
SUB_30807,CUST_2807,p_basic,2025-02-17,,Active,0
SUB_30808,CUST_2808,p_pro,2025-07-17,,Active,0
SUB_30809,CUST_2809,p_pro,2025-01-26,,Active,0
SUB_30811,CUST_2811,p_basic,2025-12-12,2026-05-30,Churned,169
SUB_30812,CUST_2812,p_pro,2025-12-23,,Active,0
SUB_30813,CUST_2813,p_ent,2025-08-16,,Active,0
SUB_30815,CUST_2815,p_basic,2025-03-01,,Active,0
SUB_30816,CUST_2816,p_ent,2025-08-12,2026-03-04,Cancelled,204
SUB_30817,CUST_2817,p_ent,2025-08-01,,Active,0
SUB_30818,CUST_2818,p_pro,2025-03-11,,Active,0
SUB_30819,CUST_2819,p_pro,2025-12-10,,Active,0
SUB_30820,CUST_2820,p_pro,2025-04-26,,Active,0
SUB_30821,CUST_2821,p_ent,2025-07-07,,Active,0
SUB_30822,CUST_2822,p_pro,2025-05-24,,Active,0
SUB_30823,CUST_2823,p_ent,2025-06-06,,Active,0
SUB_30824,CUST_2824,p_pro,2025-07-29,,Active,0
SUB_30826,CUST_2826,p_pro,2025-06-08,,Active,0
SUB_30827,CUST_2827,p_ent,2025-12-10,,Active,0
SUB_30828,CUST_2828,p_ent,2025-08-19,,Active,0
SUB_30829,CUST_2829,p_ent,2025-12-12,,Active,0
SUB_30830,CUST_2830,p_pro,2025-04-27,,Active,0
SUB_30831,CUST_2831,p_pro,2025-01-15,,Active,0
SUB_30832,CUST_2832,p_ent,2025-11-04,,Active,0
SUB_30833,CUST_2833,p_pro,2025-05-09,2025-07-15,Cancelled,67
SUB_30834,CUST_2834,p_pro,2025-04-21,,Active,0
SUB_30835,CUST_2835,p_pro,2025-12-05,2026-06-02,Cancelled,179
SUB_30836,CUST_2836,p_pro,2025-12-06,2026-01-05,Cancelled,30
SUB_30837,CUST_2837,p_pro,2025-05-19,,Active,0
SUB_30838,CUST_2838,p_pro,2025-06-24,,Active,0
SUB_30839,CUST_2839,p_pro,2025-01-31,,Active,0
SUB_30840,CUST_2840,p_pro,2025-07-08,2025-10-15,Cancelled,99
SUB_30841,CUST_2841,p_basic,2025-01-31,,Active,0
SUB_30843,CUST_2843,p_pro,2025-06-27,,Active,0
SUB_30844,CUST_2844,p_pro,2025-06-04,2026-01-14,Churned,224
SUB_30845,CUST_2845,p_pro,2025-08-31,2026-01-10,Churned,132
SUB_30846,CUST_2846,p_pro,2025-10-31,,Active,0
SUB_30847,CUST_2847,p_pro,2025-01-30,,Active,0
SUB_30848,CUST_2848,p_pro,2025-02-09,,Active,0
SUB_30849,CUST_2849,p_pro,2025-10-04,,Active,0
SUB_30850,CUST_2850,p_pro,2025-02-02,,Active,0
SUB_30851,CUST_2851,p_pro,2025-05-16,2025-07-24,Cancelled,69
SUB_30852,CUST_2852,p_pro,2025-06-17,2026-01-09,Cancelled,206
SUB_30853,CUST_2853,p_pro,2025-09-05,,Active,0
SUB_30854,CUST_2854,p_basic,2025-01-08,,Active,0
SUB_30855,CUST_2855,p_pro,2025-12-22,,Active,0
SUB_30856,CUST_2856,p_pro,2025-11-17,,Active,0
SUB_30859,CUST_2859,p_ent,2025-08-30,2026-03-13,Cancelled,195
SUB_30860,CUST_2860,p_ent,2025-11-27,2026-02-12,Churned,77
SUB_30861,CUST_2861,p_pro,2025-01-04,2025-02-10,Cancelled,37
SUB_30862,CUST_2862,p_ent,2025-08-31,,Active,0
SUB_30863,CUST_2863,p_pro,2025-01-07,,Active,0
SUB_30864,CUST_2864,p_pro,2025-08-18,,Active,0
SUB_30866,CUST_2866,p_ent,2025-02-23,,Active,0
SUB_30868,CUST_2868,p_ent,2025-09-25,,Active,0
SUB_30869,CUST_2869,p_pro,2025-11-14,,Active,0
SUB_30870,CUST_2870,p_ent,2025-06-27,2025-10-05,Cancelled,100
SUB_30871,CUST_2871,p_pro,2025-07-11,,Active,0
SUB_30872,CUST_2872,p_ent,2025-03-30,,Active,0
SUB_30873,CUST_2873,p_pro,2025-01-19,,Active,0
SUB_30874,CUST_2874,p_basic,2025-02-24,,Active,0
SUB_30875,CUST_2875,p_pro,2025-04-18,,Active,0
SUB_30876,CUST_2876,p_basic,2025-02-25,,Active,0
SUB_30877,CUST_2877,p_pro,2025-07-06,,Active,0
SUB_30878,CUST_2878,p_pro,2025-07-02,,Active,0
SUB_30879,CUST_2879,p_basic,2025-08-14,,Active,0
SUB_30881,CUST_2881,p_pro,2025-11-27,2026-01-22,Churned,56
SUB_30882,CUST_2882,p_pro,2025-10-18,2026-06-05,Cancelled,230
SUB_30884,CUST_2884,p_ent,2025-01-14,,Active,0
SUB_30885,CUST_2885,p_pro,2025-05-30,,Active,0
SUB_30886,CUST_2886,p_pro,2025-03-13,,Active,0
