Ticket_Id,Customer_Id,Ticket_Date,Priority,Category,Resolution_Time,Status
TCK_900421,CUST_2784,2025-05-06,Critical,Billing Bug,36,Resolved
TCK_900422,CUST_2784,2025-02-23,Low,Login Issue,56,Open
TCK_900423,CUST_2788,2025-05-15,High,API Down,53,Resolved
TCK_900424,CUST_2788,2025-04-24,Medium,API Down,32,Closed
TCK_900425,CUST_2788,2025-02-19,High,Feature Request,16,Resolved
TCK_900426,CUST_2790,2025-09-18,Low,Login Issue,41,Open
TCK_900427,CUST_2790,2025-04-18,High,Feature Request,4,Open
TCK_900428,CUST_2795,2025-07-30,Low,Feature Request,8,Resolved
TCK_900429,CUST_2795,2025-11-27,Low,Feature Request,64,Open
TCK_900430,CUST_2795,2025-11-24,Low,API Down,23,Open
TCK_900433,CUST_2799,2025-11-19,High,Feature Request,40,Resolved
TCK_900434,CUST_2799,2025-06-25,High,Login Issue,71,Closed
TCK_900435,CUST_2799,2025-12-09,Low,Login Issue,67,Resolved
TCK_900436,CUST_2809,2025-04-27,Critical,Login Issue,29,Resolved
TCK_900437,CUST_2811,2025-02-06,Medium,Feature Request,57,Open
TCK_900438,CUST_2811,2025-02-04,Low,Login Issue,29,Closed
TCK_900439,CUST_2811,2025-10-24,Medium,API Down,31,Open
TCK_900440,CUST_2832,2025-05-27,High,Login Issue,22,Open
TCK_900441,CUST_2832,2025-08-20,High,API Down,26,Closed
TCK_900442,CUST_2833,2025-02-19,Medium,Billing Bug,68,Resolved
TCK_900443,CUST_2833,2025-03-29,Medium,Login Issue,45,Open
TCK_900444,CUST_2836,2025-10-11,Critical,Login Issue,49,Resolved
TCK_900445,CUST_2836,2025-06-24,High,Feature Request,10,Closed
TCK_900446,CUST_2836,2025-05-07,Medium,Login Issue,28,Open
TCK_900447,CUST_2838,2025-03-25,Low,Feature Request,17,Open
TCK_900448,CUST_2838,2025-03-08,Medium,API Down,26,Resolved
TCK_900449,CUST_2841,2025-08-31,Low,Billing Bug,10,Closed
TCK_900453,CUST_2847,2025-04-17,Critical,Login Issue,55,Closed
TCK_900454,CUST_2847,2025-05-16,Low,Billing Bug,13,Resolved
TCK_900455,CUST_2849,2025-03-13,Critical,Feature Request,72,Closed
TCK_900458,CUST_2861,2025-03-04,High,Login Issue,8,Open
TCK_900459,CUST_2861,2025-11-26,High,Feature Request,15,Closed
TCK_900460,CUST_2863,2025-12-07,High,Login Issue,66,Closed
TCK_900461,CUST_2863,2025-11-29,Low,API Down,34,Closed
TCK_900462,CUST_2863,2025-10-04,Medium,Billing Bug,13,Closed
TCK_900464,CUST_2871,2025-12-02,Medium,Feature Request,14,Open
TCK_900465,CUST_2874,2025-09-26,Critical,API Down,34,Open
TCK_900466,CUST_2874,2025-02-26,Critical,API Down,41,Closed
TCK_900467,CUST_2874,2025-10-19,Medium,Billing Bug,30,Open
TCK_900468,CUST_2876,2025-10-28,High,Feature Request,55,Open
TCK_900469,CUST_2876,2025-06-15,High,Login Issue,28,Resolved
TCK_900470,CUST_2876,2025-12-10,Critical,Billing Bug,69,Closed
TCK_900471,CUST_2877,2025-11-30,Low,API Down,44,Closed
TCK_900473,CUST_2885,2025-06-04,High,Feature Request,65,Closed
TCK_900474,CUST_2889,2025-02-26,High,Feature Request,53,Open
TCK_900475,CUST_2889,2025-11-16,Low,API Down,8,Open
TCK_900476,CUST_2896,2025-10-27,Low,Billing Bug,25,Closed
TCK_900477,CUST_2896,2025-11-14,Medium,Login Issue,29,Open
TCK_900478,CUST_2908,2025-07-23,Medium,Billing Bug,13,Open
TCK_900479,CUST_2908,2025-03-23,Low,API Down,46,Open
TCK_900480,CUST_2911,2025-05-01,High,API Down,52,Closed
TCK_900481,CUST_2911,2025-03-16,Medium,API Down,65,Resolved
TCK_900482,CUST_2922,2025-05-20,Medium,Billing Bug,23,Resolved
TCK_900483,CUST_2924,2025-09-22,Low,Feature Request,70,Resolved
TCK_900484,CUST_2926,2025-05-25,Medium,API Down,23,Open
TCK_900485,CUST_2935,2025-11-12,High,Billing Bug,39,Closed
TCK_900486,CUST_2935,2025-02-20,Low,Login Issue,33,Open
TCK_900487,CUST_2935,2025-09-24,Medium,Login Issue,32,Resolved
TCK_900488,CUST_2938,2025-02-24,Critical,Billing Bug,24,Resolved
TCK_900489,CUST_2938,2025-05-23,Medium,API Down,1,Resolved
TCK_900490,CUST_2942,2025-08-29,Critical,API Down,51,Resolved
TCK_900491,CUST_2942,2025-05-17,Medium,Billing Bug,12,Resolved
TCK_900492,CUST_2942,2025-03-02,Low,Billing Bug,13,Closed
TCK_900493,CUST_2945,2025-07-22,Medium,API Down,48,Open
TCK_900494,CUST_2945,2025-09-08,Critical,Feature Request,63,Closed
TCK_900495,CUST_2945,2025-09-05,Low,API Down,31,Closed
TCK_900496,CUST_2950,2025-07-09,Low,Login Issue,54,Open
TCK_900497,CUST_2950,2025-07-17,Low,API Down,18,Closed
TCK_900498,CUST_2958,2025-11-16,Critical,Billing Bug,61,Closed
TCK_900499,CUST_2958,2025-11-17,Critical,API Down,38,Closed
TCK_900500,CUST_2958,2025-09-11,Critical,Feature Request,11,Closed
TCK_900501,CUST_2972,2025-10-30,Low,API Down,46,Closed
TCK_900502,CUST_2972,2025-08-03,Low,Login Issue,71,Resolved
TCK_900503,CUST_2973,2025-04-23,Critical,API Down,10,Resolved
TCK_900504,CUST_2973,2025-05-03,High,Billing Bug,23,Closed
TCK_900505,CUST_2975,2025-02-25,Critical,Login Issue,22,Closed
TCK_900506,CUST_2975,2025-03-08,Medium,Feature Request,57,Closed
TCK_900507,CUST_2978,2025-03-09,Critical,Feature Request,70,Closed
TCK_900508,CUST_2978,2025-06-18,High,API Down,7,Open
TCK_900509,CUST_2978,2025-10-03,Medium,API Down,63,Closed
TCK_900510,CUST_2985,2025-08-27,Low,Feature Request,27,Open
TCK_900511,CUST_2985,2025-06-25,High,Login Issue,56,Resolved
TCK_900512,CUST_2993,2025-09-23,Critical,API Down,37,Closed
TCK_900513,CUST_2995,2025-12-14,Low,Feature Request,46,Closed
TCK_900514,CUST_2996,2025-07-14,Critical,Billing Bug,22,Open
TCK_900515,CUST_2999,2025-02-07,Low,API Down,6,Resolved
TCK_900516,CUST_2999,2025-04-11,Medium,API Down,24,Closed
TCK_900517,CUST_2999,2025-09-16,Medium,Feature Request,12,Resolved
TCK_900518,CUST_3003,2025-04-14,High,Feature Request,53,Closed
TCK_900519,CUST_3006,2025-02-11,High,Billing Bug,25,Open
TCK_900520,CUST_3006,2025-09-08,Medium,Login Issue,40,Closed
TCK_900521,CUST_3006,2025-10-08,Low,Login Issue,26,Resolved
TCK_900522,CUST_3007,2025-08-07,High,Login Issue,2,Open
TCK_900523,CUST_3007,2025-03-08,Medium,Billing Bug,9,Open
TCK_900524,CUST_3011,2025-07-03,High,Login Issue,37,Open
TCK_900525,CUST_3011,2025-03-18,Low,Login Issue,39,Open
TCK_900526,CUST_3011,2025-03-07,Critical,Login Issue,8,Open
TCK_900527,CUST_3012,2025-02-14,Low,Login Issue,17,Closed
TCK_900528,CUST_3012,2025-09-12,Critical,Feature Request,69,Closed
TCK_900529,CUST_3014,2025-02-20,Low,Billing Bug,5,Open
TCK_900530,CUST_3014,2025-08-09,High,API Down,46,Resolved
TCK_900531,CUST_3015,2025-08-28,Medium,Feature Request,37,Open
TCK_900537,CUST_3023,2025-05-04,Low,Login Issue,62,Closed
TCK_900538,CUST_3026,2025-06-24,Low,Billing Bug,21,Resolved
TCK_900539,CUST_3036,2025-02-20,Medium,Billing Bug,38,Closed
TCK_900540,CUST_3036,2025-02-23,Medium,Login Issue,58,Resolved
TCK_900541,CUST_3036,2025-11-08,Critical,Feature Request,47,Open
TCK_900542,CUST_3037,2025-08-02,High,API Down,24,Closed
TCK_900543,CUST_3037,2025-11-26,High,Feature Request,37,Closed
TCK_900544,CUST_3037,2025-02-10,Medium,API Down,23,Closed
TCK_900545,CUST_3039,2025-06-28,Critical,Login Issue,43,Closed
TCK_900546,CUST_3042,2025-10-24,High,API Down,32,Open
TCK_900547,CUST_3042,2025-07-28,Low,API Down,68,Open
TCK_900548,CUST_3045,2025-10-18,High,Feature Request,15,Closed
TCK_900549,CUST_3045,2025-06-06,Medium,Feature Request,16,Closed
TCK_900550,CUST_3045,2025-09-02,High,Feature Request,54,Resolved
TCK_900551,CUST_3056,2025-03-05,Low,Feature Request,48,Resolved
TCK_900552,CUST_3056,2025-03-31,Critical,Feature Request,42,Open
TCK_900553,CUST_3057,2025-10-09,Low,API Down,64,Open
TCK_900554,CUST_3066,2025-11-02,Low,API Down,34,Closed
TCK_900555,CUST_3066,2025-04-11,High,API Down,6,Closed
TCK_900556,CUST_3069,2025-07-26,Medium,Login Issue,24,Closed
TCK_900557,CUST_3069,2025-11-17,Low,Login Issue,53,Resolved
TCK_900558,CUST_3069,2025-10-16,Low,Login Issue,10,Open
TCK_900559,CUST_3070,2025-02-10,Medium,Billing Bug,35,Resolved
TCK_900560,CUST_3070,2025-04-25,Low,Feature Request,60,Closed
TCK_900561,CUST_3071,2025-02-08,Low,API Down,66,Closed
TCK_900562,CUST_3071,2025-03-14,Low,API Down,39,Open
TCK_900563,CUST_3071,2025-05-15,Medium,API Down,26,Resolved
TCK_900564,CUST_3074,2025-03-04,High,API Down,24,Open
TCK_900565,CUST_3074,2025-09-08,Critical,API Down,1,Closed
TCK_900566,CUST_3074,2025-03-02,Critical,Feature Request,70,Resolved
TCK_900567,CUST_3077,2025-02-23,Low,Billing Bug,55,Open
TCK_900568,CUST_3077,2025-02-14,High,API Down,7,Closed
TCK_900569,CUST_3077,2025-06-09,Low,API Down,23,Open
TCK_900570,CUST_3079,2025-09-28,Critical,Login Issue,1,Resolved
TCK_900571,CUST_3079,2025-03-26,Low,Billing Bug,46,Closed
TCK_900572,CUST_3079,2025-10-20,Critical,API Down,28,Resolved
TCK_900573,CUST_3080,2025-07-05,Critical,Billing Bug,23,Closed
TCK_900574,CUST_3080,2025-03-08,High,API Down,50,Closed
TCK_900579,CUST_3088,2025-02-20,High,API Down,45,Open
TCK_900580,CUST_3088,2025-03-16,Medium,API Down,8,Closed
TCK_900581,CUST_3088,2025-08-11,Low,Billing Bug,25,Open
TCK_900582,CUST_3091,2025-06-30,Medium,Login Issue,21,Resolved
TCK_900583,CUST_3092,2025-06-18,High,API Down,54,Open
TCK_900584,CUST_3092,2025-08-25,Critical,API Down,51,Open
TCK_900585,CUST_3092,2025-04-04,Medium,Feature Request,16,Closed
TCK_900586,CUST_3093,2025-11-11,Critical,Billing Bug,19,Open
TCK_900587,CUST_3093,2025-02-16,Medium,Login Issue,48,Resolved
TCK_900588,CUST_3101,2025-08-04,High,Billing Bug,1,Closed
TCK_900589,CUST_3101,2025-05-28,Critical,Feature Request,52,Resolved
TCK_900590,CUST_3105,2025-09-16,Medium,API Down,26,Closed
TCK_900591,CUST_3105,2025-07-03,Critical,Feature Request,72,Open
TCK_900595,CUST_3108,2025-02-06,Medium,Login Issue,8,Closed
TCK_900596,CUST_3108,2025-07-23,Low,Login Issue,72,Open
TCK_900597,CUST_3108,2025-11-23,High,Login Issue,57,Open
TCK_900598,CUST_3110,2025-12-16,Critical,Billing Bug,56,Open
TCK_900599,CUST_3110,2025-02-24,Critical,API Down,43,Resolved
TCK_900600,CUST_3120,2025-08-17,High,API Down,38,Closed
TCK_900601,CUST_3120,2025-02-03,Low,API Down,17,Open
TCK_900602,CUST_3120,2025-06-03,Medium,API Down,15,Resolved
TCK_900603,CUST_3132,2025-07-02,High,API Down,70,Closed
TCK_900604,CUST_3135,2025-02-28,Medium,Billing Bug,69,Open
TCK_900605,CUST_3135,2025-02-25,High,API Down,66,Open
TCK_900606,CUST_3142,2025-07-17,Critical,Feature Request,17,Resolved
TCK_900607,CUST_3142,2025-10-26,Medium,Billing Bug,44,Resolved
TCK_900608,CUST_3143,2025-07-22,High,Login Issue,40,Closed
TCK_900609,CUST_3143,2025-05-17,High,API Down,43,Open
TCK_900610,CUST_3148,2025-12-03,Low,Feature Request,7,Open
TCK_900611,CUST_3149,2025-02-08,Low,Feature Request,20,Open
TCK_900612,CUST_3149,2025-09-24,Low,Feature Request,50,Closed
TCK_900616,CUST_3170,2025-12-05,Critical,Feature Request,70,Open
TCK_900617,CUST_3170,2025-03-01,High,Feature Request,20,Closed
TCK_900618,CUST_3170,2025-08-29,High,Billing Bug,51,Open
TCK_900619,CUST_3172,2025-04-29,Low,Login Issue,36,Closed
TCK_900620,CUST_3172,2025-07-16,Critical,API Down,5,Resolved
TCK_900621,CUST_3172,2025-09-15,Medium,API Down,26,Resolved
TCK_900622,CUST_3176,2025-07-15,Medium,Feature Request,12,Closed
TCK_900623,CUST_3176,2025-04-17,Medium,API Down,24,Resolved
TCK_900624,CUST_3176,2025-07-30,High,Feature Request,71,Closed
TCK_900625,CUST_3178,2025-08-16,Low,Login Issue,46,Open
TCK_900626,CUST_3178,2025-02-04,Low,Login Issue,34,Resolved
TCK_900627,CUST_3178,2025-11-30,Medium,Billing Bug,16,Closed
TCK_900631,CUST_3186,2025-04-03,High,Login Issue,65,Open
TCK_900632,CUST_3186,2025-05-22,Critical,API Down,30,Resolved
TCK_900633,CUST_3187,2025-10-27,Low,Feature Request,27,Resolved
TCK_900634,CUST_3187,2025-06-26,Medium,API Down,71,Open
TCK_900635,CUST_3187,2025-10-31,High,Billing Bug,71,Closed
TCK_900636,CUST_3188,2025-07-07,Critical,Feature Request,67,Resolved
TCK_900637,CUST_3188,2025-05-09,Critical,Login Issue,35,Open
TCK_900638,CUST_3188,2025-04-26,High,API Down,61,Closed
TCK_900639,CUST_3196,2025-10-17,Medium,Login Issue,5,Closed
TCK_900640,CUST_3196,2025-05-26,Low,Feature Request,14,Resolved
TCK_900641,CUST_3196,2025-04-28,Critical,API Down,37,Resolved
TCK_900642,CUST_3204,2025-05-28,Low,Feature Request,40,Resolved
TCK_900643,CUST_3204,2025-11-28,Critical,Billing Bug,21,Resolved
TCK_900644,CUST_3204,2025-04-11,High,Login Issue,62,Closed
TCK_900645,CUST_3205,2025-03-27,Critical,API Down,32,Open
TCK_900646,CUST_3212,2025-07-05,Critical,Feature Request,35,Resolved
TCK_900647,CUST_3212,2025-06-23,Medium,API Down,15,Resolved
TCK_900648,CUST_3212,2025-05-31,Medium,Billing Bug,55,Open
TCK_900649,CUST_3217,2025-02-11,High,Billing Bug,30,Closed
TCK_900650,CUST_3219,2025-06-07,High,Feature Request,8,Closed
TCK_900651,CUST_3219,2025-03-11,High,Login Issue,10,Open
TCK_900652,CUST_3219,2025-09-08,Medium,Billing Bug,54,Closed
TCK_900653,CUST_3225,2025-11-05,Critical,Billing Bug,18,Open
TCK_900654,CUST_3229,2025-09-18,High,Billing Bug,23,Open
TCK_900655,CUST_3244,2025-07-14,Medium,Login Issue,48,Open
TCK_900656,CUST_3244,2025-02-19,Medium,API Down,21,Closed
TCK_900657,CUST_3244,2025-08-26,Critical,Billing Bug,71,Open
TCK_900658,CUST_3245,2025-07-06,Medium,Login Issue,64,Resolved
TCK_900659,CUST_3245,2025-03-22,High,API Down,33,Open
TCK_900660,CUST_3247,2025-08-24,Low,Login Issue,24,Resolved
TCK_900661,CUST_3249,2025-10-13,High,API Down,20,Resolved
TCK_900662,CUST_3249,2025-09-30,Medium,Feature Request,58,Closed
TCK_900663,CUST_3252,2025-09-02,Low,API Down,30,Closed
TCK_900664,CUST_3253,2025-03-27,Critical,Billing Bug,14,Resolved
TCK_900665,CUST_3255,2025-09-21,Critical,Feature Request,6,Open
TCK_900666,CUST_3255,2025-09-01,Medium,API Down,15,Open
TCK_900667,CUST_3255,2025-10-04,Medium,Feature Request,36,Closed
TCK_900668,CUST_3257,2025-04-09,Low,API Down,23,Open
TCK_900669,CUST_3257,2025-05-27,High,Billing Bug,45,Closed
TCK_900670,CUST_3259,2025-10-22,Critical,Billing Bug,17,Closed
TCK_900671,CUST_3259,2025-05-18,Critical,Feature Request,59,Closed
TCK_900672,CUST_3260,2025-08-20,Low,Billing Bug,12,Closed
TCK_900673,CUST_3260,2025-08-13,Low,Login Issue,15,Open
TCK_900674,CUST_3260,2025-11-27,Low,API Down,47,Closed
TCK_900675,CUST_3261,2025-08-26,Low,Feature Request,3,Closed
TCK_900676,CUST_3261,2025-06-30,Critical,Billing Bug,61,Resolved
TCK_900677,CUST_3261,2025-04-15,Critical,API Down,29,Resolved
TCK_900683,CUST_3275,2025-10-18,Low,Billing Bug,33,Open
TCK_900684,CUST_3275,2025-05-07,Low,Billing Bug,31,Open
TCK_900685,CUST_3276,2025-02-09,Critical,Feature Request,7,Open
TCK_900686,CUST_3278,2025-10-29,High,Login Issue,52,Resolved
TCK_900687,CUST_3278,2025-10-30,Critical,Billing Bug,18,Resolved
TCK_900688,CUST_3278,2025-10-07,Medium,Login Issue,50,Resolved
TCK_900689,CUST_3279,2025-10-19,Critical,Login Issue,19,Resolved
TCK_900690,CUST_3280,2025-05-25,Low,API Down,19,Resolved
TCK_900691,CUST_3280,2025-01-31,High,Login Issue,42,Closed
TCK_900692,CUST_3280,2025-09-20,High,Billing Bug,56,Open
TCK_900693,CUST_3283,2025-02-07,Low,API Down,5,Resolved
TCK_900694,CUST_3283,2025-09-07,Critical,API Down,63,Closed
TCK_900695,CUST_3287,2025-11-03,High,Feature Request,26,Open
TCK_900696,CUST_3289,2025-08-15,High,Login Issue,49,Open
TCK_900697,CUST_3289,2025-06-18,Critical,Feature Request,32,Closed
TCK_900698,CUST_3293,2025-10-01,Critical,Billing Bug,46,Closed
TCK_900699,CUST_3293,2025-07-25,High,Login Issue,43,Closed
TCK_900700,CUST_3293,2025-06-07,Medium,Billing Bug,9,Closed
TCK_900701,CUST_3297,2025-04-01,Low,API Down,60,Closed
TCK_900702,CUST_3306,2025-06-12,Critical,Billing Bug,66,Resolved
TCK_900703,CUST_3312,2025-10-27,Critical,API Down,25,Resolved
TCK_900704,CUST_3312,2025-10-23,Critical,Login Issue,61,Resolved
TCK_900705,CUST_3317,2025-12-02,Low,Login Issue,33,Open
TCK_900706,CUST_3320,2025-05-08,Critical,Billing Bug,23,Open
TCK_900707,CUST_3320,2025-10-02,Medium,API Down,58,Closed
TCK_900708,CUST_3320,2025-04-17,Medium,Feature Request,58,Open
TCK_900709,CUST_3325,2025-09-24,Medium,Feature Request,4,Open
TCK_900710,CUST_3325,2025-05-21,High,API Down,44,Resolved
TCK_900711,CUST_3331,2025-05-10,High,Feature Request,21,Open
TCK_900712,CUST_3332,2025-05-25,Medium,Login Issue,44,Open
TCK_900713,CUST_3332,2025-06-17,Medium,Billing Bug,26,Resolved
TCK_900714,CUST_3336,2025-10-30,High,Billing Bug,20,Open
TCK_900715,CUST_3336,2025-07-06,High,Billing Bug,59,Resolved
TCK_900716,CUST_3342,2025-11-08,Low,Billing Bug,24,Open
TCK_900717,CUST_3342,2025-12-14,Low,Billing Bug,36,Resolved
TCK_900718,CUST_3343,2025-03-09,Medium,Feature Request,53,Resolved
TCK_900719,CUST_3343,2025-12-07,High,API Down,27,Closed
TCK_900720,CUST_3343,2025-09-20,High,Feature Request,68,Closed
TCK_900721,CUST_3348,2025-05-27,High,Feature Request,18,Closed
TCK_900722,CUST_3348,2025-05-31,Medium,Login Issue,65,Closed
TCK_900723,CUST_3348,2025-11-22,Critical,API Down,10,Resolved
TCK_900724,CUST_3352,2025-07-22,Critical,Login Issue,26,Resolved
TCK_900725,CUST_3353,2025-08-11,High,API Down,60,Resolved
TCK_900726,CUST_3353,2025-07-24,Critical,Login Issue,51,Closed
TCK_900727,CUST_3353,2025-08-31,High,Feature Request,60,Resolved
TCK_900728,CUST_3357,2025-09-01,Critical,Feature Request,38,Resolved
TCK_900729,CUST_3357,2025-10-31,High,Feature Request,47,Open
TCK_900730,CUST_3357,2025-04-04,Low,Login Issue,27,Closed
TCK_900731,CUST_3360,2025-02-08,Critical,Billing Bug,29,Closed
TCK_900732,CUST_3362,2025-11-19,Medium,Login Issue,41,Closed
TCK_900733,CUST_3362,2025-08-24,High,Feature Request,12,Closed
TCK_900734,CUST_3362,2025-03-09,Critical,Billing Bug,72,Resolved
TCK_900735,CUST_3372,2025-06-14,Critical,API Down,72,Closed
TCK_900736,CUST_3372,2025-04-17,Low,Feature Request,16,Open
TCK_900737,CUST_3372,2025-04-02,Medium,Feature Request,54,Open
TCK_900740,CUST_3391,2025-02-10,Low,API Down,21,Resolved
TCK_900741,CUST_3391,2025-08-07,Critical,Feature Request,64,Closed
TCK_900742,CUST_3392,2025-09-12,High,Login Issue,3,Resolved
TCK_900743,CUST_3392,2025-07-23,High,Billing Bug,52,Closed
TCK_900744,CUST_3394,2025-11-29,Medium,Login Issue,25,Closed
TCK_900745,CUST_3394,2025-10-27,Critical,Billing Bug,67,Resolved
TCK_900746,CUST_3395,2025-06-24,High,Login Issue,58,Resolved
TCK_900747,CUST_3395,2025-02-18,Medium,Feature Request,35,Resolved
TCK_900748,CUST_3406,2025-07-16,High,API Down,51,Open
TCK_900749,CUST_3409,2025-02-15,Medium,Login Issue,29,Resolved
TCK_900750,CUST_3409,2025-02-23,High,Login Issue,5,Open
TCK_900751,CUST_3409,2025-08-08,Critical,API Down,52,Resolved
TCK_900752,CUST_3413,2025-06-06,High,Feature Request,47,Open
TCK_900753,CUST_3414,2025-10-14,High,API Down,44,Resolved
TCK_900754,CUST_3414,2025-04-02,Critical,Billing Bug,1,Resolved
TCK_900755,CUST_3425,2025-04-05,High,API Down,66,Closed
TCK_900756,CUST_3425,2025-07-04,High,Login Issue,72,Closed
TCK_900757,CUST_3425,2025-06-29,High,API Down,64,Closed
TCK_900758,CUST_3428,2025-04-09,Medium,Billing Bug,65,Closed
TCK_900759,CUST_3428,2025-09-30,Low,Billing Bug,27,Resolved
TCK_900760,CUST_3428,2025-04-26,Critical,Billing Bug,15,Resolved
TCK_900761,CUST_3429,2025-03-31,High,API Down,49,Open
TCK_900762,CUST_3429,2025-06-27,High,API Down,50,Closed
TCK_900763,CUST_3429,2025-03-14,Low,API Down,55,Resolved
TCK_900764,CUST_3434,2025-03-31,High,Feature Request,65,Resolved
TCK_900765,CUST_3434,2025-05-16,Critical,Billing Bug,15,Resolved
TCK_900766,CUST_3434,2025-03-28,Low,Login Issue,20,Resolved
TCK_900767,CUST_3449,2025-04-13,High,API Down,48,Resolved
TCK_900768,CUST_3449,2025-03-31,Medium,Billing Bug,64,Open
TCK_900769,CUST_3449,2025-10-05,Critical,Feature Request,33,Closed
TCK_900770,CUST_3451,2025-03-19,High,Billing Bug,23,Closed
TCK_900771,CUST_3468,2025-04-30,High,Login Issue,30,Resolved
TCK_900772,CUST_3468,2025-06-15,Medium,Billing Bug,43,Resolved
TCK_900773,CUST_3474,2025-05-26,Critical,Feature Request,18,Closed
TCK_900774,CUST_3480,2025-12-15,High,Login Issue,40,Closed
TCK_900775,CUST_3480,2025-03-03,Critical,Billing Bug,48,Closed
TCK_900776,CUST_3481,2025-05-02,Low,Billing Bug,36,Closed
TCK_900777,CUST_3484,2025-07-17,Medium,Billing Bug,1,Resolved
TCK_900778,CUST_3484,2025-05-22,High,API Down,47,Open
TCK_900779,CUST_3491,2025-02-10,Critical,Billing Bug,1,Open
TCK_900780,CUST_3491,2025-07-02,Medium,Feature Request,8,Resolved
TCK_900781,CUST_3491,2025-03-02,High,API Down,19,Open
TCK_900782,CUST_3496,2025-04-09,Medium,Feature Request,64,Resolved
TCK_900783,CUST_3496,2025-08-07,Low,Login Issue,60,Closed
TCK_900784,CUST_3496,2025-07-08,Critical,API Down,65,Resolved
