subscription_id,customer_id,plan_id,start_date,end_date,status
SUB_30422,CUST_2422,p_ent,2025-10-03,,active
SUB_30423,CUST_2423,p_pro,2025-09-16,,ACT
SUB_30424,CUST_2424,P_PRO ,2025-12-13,2025-12-03,cancelled
SUB_30425,CUST_2425,p_ent,2025-10-30,,active
SUB_30426,CUST_2426,p_ent,2025-05-26,2025-10-20,canceled
SUB_30427,CUST_2427,P_PRO ,2025-03-05,2025-09-10,canceled
SUB_30428,CUST_2428,p_ent,2025-09-08,,active_plan
SUB_30429,CUST_2429,p_basic,2025-05-08,,ACT
SUB_30430,CUST_2430,P_PRO ,2025-09-29,,active
SUB_30431,CUST_2431,p_ent,2025-09-12,2026-03-17,cancelled
SUB_30432,CUST_2432,p_basic,2025-04-08,2025-09-02,cancelled
SUB_30433,CUST_2433,p_ent,2025-05-18,,active
SUB_30434,CUST_2434,p_pro,2025-10-19,2026-06-15,canceled
SUB_30435,CUST_2435,p_pro,2025-03-19,2025-10-21,churned
SUB_30436,CUST_2436,p_ent,2025-07-05,,ACT
SUB_30437,CUST_2437,p_ent,2025-12-17,,active_plan
SUB_30438,CUST_2438,p_ent,2025-12-15,,ACT
SUB_30439,CUST_2439,p_basic,2025-04-20,,ACT
SUB_30440,CUST_2440,p_pro,2025-12-15,2026-01-22,churned
SUB_30441,CUST_2441,P_PRO ,2025-04-22,2025-11-20,churned
SUB_30442,CUST_2442,p_ent,2025-04-15,2025-11-29,churned
SUB_30443,CUST_2443,p_pro,2025-08-24,,active
SUB_30444,CUST_2444,p_ent,2025-02-06,2025-07-14,churned
SUB_30445,CUST_2445,p_basic,2025-01-06,,ACT
SUB_30446,CUST_2446,P_PRO ,2025-02-12,,active
SUB_30447,CUST_2447,p_ent,2025-05-02,,active
SUB_30448,CUST_2448,p_ent,2025-12-26,,ACT
SUB_30449,CUST_2449,p_pro,2025-09-03,,ACT
SUB_30450,CUST_2450,P_PRO ,2025-05-17,,ACT
SUB_30451,CUST_2451,p_ent,2025-10-19,,ACT
SUB_30452,CUST_2452,P_PRO ,2025-08-29,,active
SUB_30453,CUST_2453,p_pro,2025-06-02,2025-11-20,canceled
SUB_30454,CUST_2454,p_pro,2025-10-04,,active
SUB_30455,CUST_2455,p_ent,2025-05-20,2025-12-05,canceled
SUB_30456,CUST_2456,p_pro,2025-07-06,,ACT
SUB_30457,CUST_2457,p_basic,2025-09-20,,active_plan
SUB_30458,CUST_2458,p_pro,2025-08-04,2026-03-13,cancelled
SUB_30459,CUST_2459,p_pro,2025-10-14,,active_plan
SUB_30460,CUST_2460,P_PRO ,2025-02-09,,active
SUB_30461,CUST_2461,p_pro,2025-06-19,2025-09-02,churned
SUB_30462,CUST_2462,p_ent,2025-10-01,,active
SUB_30463,CUST_2463,P_PRO ,2025-10-19,,active_plan
SUB_30464,CUST_2464,p_ent,2025-04-10,,ACT
SUB_30465,CUST_2465,p_basic,2025-05-19,,ACT
SUB_30466,CUST_2466,p_pro,2025-08-10,,ACT
SUB_30467,CUST_2467,P_PRO ,2025-03-10,,active
SUB_30468,CUST_2468,p_basic,2025-11-08,,ACT
SUB_30469,CUST_2469,p_pro,2025-11-10,2026-03-10,churned
SUB_30470,CUST_2470,p_basic,2025-07-09,,active
SUB_30471,CUST_2471,P_PRO ,2025-08-13,2025-12-23,canceled
SUB_30472,CUST_2472,p_basic,2025-04-27,2025-09-18,canceled
SUB_30473,CUST_2473,p_pro,2025-01-16,2025-02-18,cancelled
SUB_30474,CUST_2474,p_pro,2025-08-10,2025-11-01,cancelled
SUB_30475,CUST_2475,p_pro,2025-09-29,2025-10-30,churned
SUB_30476,CUST_2476,p_basic,2025-12-31,2026-04-12,churned
SUB_30477,CUST_2477,p_basic,2025-02-26,,ACT
SUB_30478,CUST_2478,p_basic,2025-01-06,,active
SUB_30479,CUST_2479,p_pro,2025-12-25,2026-03-12,churned
SUB_30480,CUST_2480,p_ent,2025-04-29,,ACT
SUB_30481,CUST_2481,P_PRO ,2025-03-22,2025-07-31,canceled
SUB_30482,CUST_2482,p_basic,2025-10-07,2026-03-10,churned
SUB_30483,CUST_2483,p_pro,2025-03-29,,ACT
SUB_30484,CUST_2484,p_basic,2025-02-06,,active
SUB_30485,CUST_2485,p_basic,2025-07-12,,ACT
SUB_30486,CUST_2486,p_ent,2025-02-26,,active
SUB_30487,CUST_2487,p_basic,2025-06-26,2026-02-11,churned
SUB_30488,CUST_2488,p_pro,2025-12-19,,ACT
SUB_30489,CUST_2489,p_basic,2025-10-21,,active_plan
SUB_30490,CUST_2490,p_ent,2025-08-30,2025-12-14,cancelled
SUB_30491,CUST_2491,p_ent,2025-01-02,,active
SUB_30492,CUST_2492,p_ent,2025-07-31,,active_plan
SUB_30493,CUST_2493,P_PRO ,2025-03-16,,active
SUB_30494,CUST_2494,P_PRO ,2025-04-16,,ACT
SUB_30495,CUST_2495,p_ent,2025-04-02,2025-06-13,churned
SUB_30496,CUST_2496,P_PRO ,2025-05-20,,ACT
SUB_30497,CUST_2497,p_basic,2025-07-07,,active_plan
SUB_30498,CUST_2498,p_basic,2025-04-09,,active_plan
SUB_30499,CUST_2499,p_ent,2025-02-14,,active_plan
SUB_30500,CUST_2500,P_PRO ,2025-07-26,,active_plan
SUB_30501,CUST_2501,p_ent,2025-11-25,2026-04-30,cancelled
SUB_30502,CUST_2502,P_PRO ,2025-07-31,2025-10-21,churned
SUB_30503,CUST_2503,p_pro,2025-01-13,2025-06-15,cancelled
SUB_30504,CUST_2504,P_PRO ,2025-08-06,2025-09-20,canceled
SUB_30505,CUST_2505,p_basic,2025-09-14,,ACT
SUB_30506,CUST_2506,p_basic,2025-12-14,2026-03-27,canceled
SUB_30507,CUST_2507,P_PRO ,2025-07-13,,active
SUB_30508,CUST_2508,P_PRO ,2025-05-16,2025-11-22,canceled
SUB_30509,CUST_2509,p_pro,2025-11-30,,active
SUB_30510,CUST_2510,p_ent,2025-08-08,,active_plan
SUB_30511,CUST_2511,p_basic,2025-02-20,2025-04-26,canceled
SUB_30512,CUST_2512,p_ent,2025-03-28,2025-10-10,cancelled
SUB_30513,CUST_2513,p_ent,2025-07-06,2026-01-14,canceled
SUB_30514,CUST_2514,p_ent,2025-10-08,,ACT
SUB_30515,CUST_2515,p_pro,2025-05-05,,active_plan
SUB_30516,CUST_2516,P_PRO ,2025-09-23,,active
SUB_30517,CUST_2517,p_pro,2025-11-19,,active
SUB_30518,CUST_2518,p_ent,2025-02-08,,active
SUB_30519,CUST_2519,p_pro,2025-03-30,2025-06-30,churned
SUB_30520,CUST_2520,p_pro,2025-05-10,2025-09-22,churned
SUB_30521,CUST_2521,p_basic,2025-09-13,,active_plan
SUB_30522,CUST_2522,p_pro,2025-04-28,,ACT
SUB_30523,CUST_2523,p_ent,2025-10-29,,ACT
SUB_30524,CUST_2524,p_pro,2025-11-24,2026-04-04,canceled
SUB_30525,CUST_2525,p_ent,2025-06-02,2025-12-22,canceled
SUB_30526,CUST_2526,p_pro,2025-09-25,,active_plan
SUB_30527,CUST_2527,P_PRO ,2025-11-24,,active
SUB_30528,CUST_2528,p_pro,2025-10-30,,ACT
SUB_30529,CUST_2529,P_PRO ,2025-02-25,,active
SUB_30530,CUST_2530,p_basic,2025-07-29,,active_plan
SUB_30531,CUST_2531,p_pro,2025-03-28,,ACT
SUB_30532,CUST_2532,p_ent,2025-03-10,2025-06-04,churned
SUB_30533,CUST_2533,p_basic,2025-08-24,2026-02-11,canceled
SUB_30534,CUST_2534,P_PRO ,2025-02-25,,active
SUB_30535,CUST_2535,p_pro,2025-12-31,2026-02-17,canceled
SUB_30536,CUST_2536,p_basic,2025-01-30,,active_plan
SUB_30537,CUST_2537,p_ent,2025-11-01,,active
SUB_30538,CUST_2538,p_ent,2025-07-01,,active_plan
SUB_30539,CUST_2539,p_basic,2025-01-04,2025-05-16,churned
SUB_30540,CUST_2540,p_ent,2025-05-21,,active
SUB_30541,CUST_2541,p_pro,2025-04-11,,active_plan
SUB_30542,CUST_2542,p_pro,2025-08-03,,active_plan
SUB_30543,CUST_2543,p_basic,2025-04-07,,ACT
SUB_30544,CUST_2544,p_pro,2025-04-25,,active
SUB_30545,CUST_2545,p_pro,2025-08-15,2025-12-17,churned
SUB_30546,CUST_2546,p_pro,2025-06-11,2025-07-21,canceled
SUB_30547,CUST_2547,p_pro,2025-10-07,,active
SUB_30548,CUST_2548,p_ent,2025-01-22,,ACT
SUB_30549,CUST_2549,p_basic,2025-12-17,,active_plan
SUB_30550,CUST_2550,P_PRO ,2025-02-18,,active
SUB_30551,CUST_2551,p_basic,2025-05-08,2025-12-30,canceled
SUB_30552,CUST_2552,p_ent,2025-03-01,,active_plan
SUB_30553,CUST_2553,P_PRO ,2025-02-01,2025-07-03,cancelled
SUB_30554,CUST_2554,p_ent,2025-05-22,,active_plan
SUB_30555,CUST_2555,p_pro,2025-06-27,2025-10-30,canceled
SUB_30556,CUST_2556,p_pro,2025-09-26,,active_plan
SUB_30557,CUST_2557,p_pro,2025-07-18,,active
SUB_30558,CUST_2558,P_PRO ,2025-12-11,,ACT
SUB_30559,CUST_2559,p_pro,2025-08-04,,active_plan
SUB_30560,CUST_2560,p_pro,2025-07-12,2025-09-07,canceled
SUB_30561,CUST_2561,P_PRO ,2025-03-21,,ACT
SUB_30562,CUST_2562,p_pro,2025-09-04,,active_plan
SUB_30563,CUST_2563,p_pro,2025-06-07,,ACT
SUB_30564,CUST_2564,p_pro,2025-06-30,,active_plan
SUB_30565,CUST_2565,p_pro,2025-07-20,2026-01-03,cancelled
SUB_30566,CUST_2566,p_pro,2025-02-06,2025-06-20,canceled
SUB_30567,CUST_2567,p_basic,2025-03-22,,active
SUB_30568,CUST_2568,p_ent,2025-03-24,,active
SUB_30569,CUST_2569,p_pro,2025-05-13,,active_plan
SUB_30570,CUST_2570,P_PRO ,2025-08-14,2025-09-20,canceled
SUB_30571,CUST_2571,p_pro,2025-09-24,2026-05-17,churned
SUB_30572,CUST_2572,p_basic,2025-11-27,,active_plan
SUB_30573,CUST_2573,p_basic,2025-05-09,,active_plan
SUB_30574,CUST_2574,p_pro,2025-07-10,,active
SUB_30575,CUST_2575,p_basic,2025-10-24,2026-05-18,canceled
SUB_30576,CUST_2576,p_basic,2025-06-09,,active
SUB_30577,CUST_2577,P_PRO ,2025-07-30,,ACT
SUB_30578,CUST_2578,p_pro,2025-06-04,,ACT
SUB_30579,CUST_2579,P_PRO ,2025-10-24,,active_plan
SUB_30580,CUST_2580,P_PRO ,2025-05-31,2025-11-02,churned
SUB_30581,CUST_2581,p_basic,2025-07-31,2026-03-03,cancelled
SUB_30582,CUST_2582,p_ent,2025-11-01,,ACT
SUB_30583,CUST_2583,P_PRO ,2025-12-12,,active
SUB_30584,CUST_2584,p_ent,2025-06-14,,active
SUB_30585,CUST_2585,p_ent,2025-04-30,2025-09-09,churned
SUB_30586,CUST_2586,p_basic,2025-08-11,2025-07-28,cancelled
SUB_30587,CUST_2587,p_basic,2025-10-10,,ACT
SUB_30588,CUST_2588,p_basic,2025-05-21,,ACT
SUB_30589,CUST_2589,p_pro,2025-03-19,,active
SUB_30590,CUST_2590,p_basic,2025-08-04,,active
SUB_30591,CUST_2591,p_basic,2025-03-15,2025-04-29,cancelled
SUB_30592,CUST_2592,p_ent,2025-10-04,,active
SUB_30593,CUST_2593,p_ent,2025-07-05,,ACT
SUB_30594,CUST_2594,p_pro,2025-11-15,,active_plan
SUB_30595,CUST_2595,P_PRO ,2025-08-15,2026-01-01,cancelled
SUB_30596,CUST_2596,p_basic,2025-04-23,2025-10-19,canceled
SUB_30597,CUST_2597,p_basic,2025-01-10,,active_plan
SUB_30598,CUST_2598,p_pro,2025-05-12,,active_plan
SUB_30599,CUST_2599,p_ent,2025-01-27,,active
SUB_30600,CUST_2600,p_pro,2025-08-30,2025-10-05,cancelled
SUB_30601,CUST_2601,p_ent,2025-08-20,2025-10-19,churned
SUB_30602,CUST_2602,p_pro,2025-04-09,,active
SUB_30603,CUST_2603,p_pro,2025-10-21,,active_plan
SUB_30604,CUST_2604,p_pro,2025-11-17,,ACT
SUB_30605,CUST_2605,P_PRO ,2025-04-15,,ACT
SUB_30606,CUST_2606,P_PRO ,2025-04-23,,active_plan
SUB_30607,CUST_2607,P_PRO ,2025-07-24,,ACT
SUB_30608,CUST_2608,p_basic,2025-03-21,2025-07-05,churned
SUB_30609,CUST_2609,P_PRO ,2025-02-27,,active_plan
SUB_30610,CUST_2610,p_ent,2025-07-26,,ACT
SUB_30611,CUST_2611,P_PRO ,2025-07-31,2025-09-10,cancelled
SUB_30612,CUST_2612,P_PRO ,2025-03-03,,ACT
SUB_30613,CUST_2613,p_ent,2025-11-21,2025-11-05,cancelled
SUB_30614,CUST_2614,P_PRO ,2025-07-28,2025-10-16,cancelled
SUB_30615,CUST_2615,P_PRO ,2025-06-27,,active
SUB_30616,CUST_2616,p_pro,2025-12-03,2026-02-07,cancelled
SUB_30617,CUST_2617,p_pro,2025-05-25,,ACT
SUB_30618,CUST_2618,p_ent,2025-08-19,,ACT
SUB_30619,CUST_2619,p_ent,2025-08-01,,active_plan
SUB_30620,CUST_2620,p_pro,2025-09-21,,ACT
SUB_30621,CUST_2621,p_basic,2025-06-29,2026-01-14,canceled
SUB_30622,CUST_2622,p_pro,2025-09-05,,ACT
SUB_30623,CUST_2623,P_PRO ,2025-09-05,,ACT
SUB_30624,CUST_2624,p_pro,2025-07-15,2026-03-10,cancelled
SUB_30625,CUST_2625,p_pro,2025-02-23,,active
SUB_30626,CUST_2626,p_basic,2025-09-16,,ACT
SUB_30627,CUST_2627,P_PRO ,2025-09-05,,active_plan
SUB_30628,CUST_2628,p_basic,2025-05-05,,active
SUB_30629,CUST_2629,p_basic,2025-06-04,,active
SUB_30630,CUST_2630,P_PRO ,2025-05-24,,active_plan
SUB_30631,CUST_2631,p_pro,2025-11-30,2026-03-24,cancelled
SUB_30632,CUST_2632,p_basic,2025-12-13,,ACT
SUB_30633,CUST_2633,P_PRO ,2025-06-09,,ACT
SUB_30634,CUST_2634,P_PRO ,2025-10-30,,ACT
SUB_30635,CUST_2635,p_ent,2025-05-27,,active
SUB_30636,CUST_2636,p_ent,2025-06-18,,active
SUB_30637,CUST_2637,p_basic,2025-11-21,2026-07-10,canceled
SUB_30638,CUST_2638,p_basic,2025-05-15,,active_plan
SUB_30639,CUST_2639,p_ent,2025-08-15,2025-12-15,churned
SUB_30640,CUST_2640,p_basic,2025-11-04,2026-03-16,canceled
SUB_30641,CUST_2641,p_ent,2025-04-07,2025-08-02,churned
SUB_30642,CUST_2642,P_PRO ,2025-06-20,,active
SUB_30643,CUST_2643,P_PRO ,2025-04-12,,active
SUB_30644,CUST_2644,p_pro,2025-08-10,,ACT
SUB_30645,CUST_2645,P_PRO ,2025-05-04,,active_plan
SUB_30646,CUST_2646,p_basic,2025-06-03,,active
SUB_30647,CUST_2647,p_basic,2025-09-23,,active
SUB_30648,CUST_2648,p_basic,2025-08-07,,active_plan
SUB_30649,CUST_2649,P_PRO ,2025-10-08,2026-05-03,canceled
SUB_30650,CUST_2650,P_PRO ,2025-03-24,2025-09-07,canceled
SUB_30651,CUST_2651,P_PRO ,2025-04-25,,ACT
SUB_30652,CUST_2652,p_pro,2025-08-21,,active_plan
SUB_30653,CUST_2653,p_pro,2025-06-28,,active
SUB_30654,CUST_2654,p_pro,2025-02-11,,ACT
SUB_30655,CUST_2655,p_basic,2025-08-13,2025-11-27,churned
SUB_30656,CUST_2656,P_PRO ,2025-12-20,2026-01-19,churned
SUB_30657,CUST_2657,p_basic,2025-12-27,,active_plan
SUB_30658,CUST_2658,P_PRO ,2025-07-01,,ACT
SUB_30659,CUST_2659,p_ent,2025-01-10,,active_plan
SUB_30660,CUST_2660,p_basic,2025-10-10,2026-01-31,churned
SUB_30661,CUST_2661,p_pro,2025-03-14,,ACT
SUB_30662,CUST_2662,p_ent,2025-11-11,2026-02-13,churned
SUB_30663,CUST_2663,p_ent,2025-09-19,,active
SUB_30664,CUST_2664,P_PRO ,2025-06-10,,active
SUB_30665,CUST_2665,p_ent,2025-02-18,,active_plan
SUB_30666,CUST_2666,p_pro,2025-03-09,2025-05-02,canceled
SUB_30667,CUST_2667,p_basic,2025-08-19,,active
SUB_30668,CUST_2668,p_pro,2025-11-16,2026-02-12,churned
SUB_30669,CUST_2669,p_pro,2025-07-14,,ACT
SUB_30670,CUST_2670,P_PRO ,2025-09-08,,ACT
SUB_30671,CUST_2671,P_PRO ,2025-12-17,,ACT
SUB_30672,CUST_2672,p_pro,2025-01-16,,active_plan
SUB_30673,CUST_2673,p_pro,2025-10-11,,ACT
SUB_30674,CUST_2674,p_ent,2025-12-12,2026-02-01,churned
SUB_30675,CUST_2675,p_pro,2025-12-09,2026-02-13,cancelled
SUB_30676,CUST_2676,p_ent,2025-11-19,2026-05-11,cancelled
SUB_30677,CUST_2677,p_ent,2025-02-09,2025-05-19,churned
SUB_30678,CUST_2678,p_ent,2025-03-10,2025-02-25,cancelled
SUB_30679,CUST_2679,P_PRO ,2025-03-17,2025-10-28,cancelled
SUB_30680,CUST_2680,p_ent,2025-11-06,,active
SUB_30681,CUST_2681,p_ent,2025-04-03,,active
SUB_30682,CUST_2682,p_pro,2025-05-26,2025-06-26,cancelled
SUB_30683,CUST_2683,p_pro,2025-08-08,,ACT
SUB_30684,CUST_2684,p_basic,2025-03-12,,active_plan
SUB_30685,CUST_2685,p_ent,2025-12-20,,active_plan
SUB_30686,CUST_2686,P_PRO ,2025-06-16,,ACT
SUB_30687,CUST_2687,P_PRO ,2025-07-13,,active
SUB_30688,CUST_2688,p_pro,2025-10-13,,ACT
SUB_30689,CUST_2689,p_basic,2025-02-06,,active_plan
SUB_30690,CUST_2690,P_PRO ,2025-08-13,2026-01-09,cancelled
SUB_30691,CUST_2691,p_basic,2025-05-28,,active
SUB_30692,CUST_2692,P_PRO ,2025-09-19,,active_plan
SUB_30693,CUST_2693,p_ent,2025-09-30,2026-01-16,cancelled
SUB_30694,CUST_2694,p_basic,2025-01-23,2025-07-09,cancelled
SUB_30695,CUST_2695,p_basic,2025-10-22,,active_plan
SUB_30696,CUST_2696,p_basic,2025-02-09,2025-09-03,cancelled
SUB_30697,CUST_2697,p_ent,2025-08-17,,ACT
SUB_30698,CUST_2698,p_ent,2025-06-08,2025-09-04,cancelled
SUB_30699,CUST_2699,p_pro,2025-07-04,,active_plan
SUB_30700,CUST_2700,P_PRO ,2025-02-25,2025-05-10,cancelled
SUB_30701,CUST_2701,p_basic,2025-07-16,,active
SUB_30702,CUST_2702,p_ent,2025-08-17,2026-01-28,cancelled
SUB_30703,CUST_2703,p_pro,2025-07-10,,active_plan
SUB_30704,CUST_2704,p_ent,2025-01-30,2025-07-20,churned
SUB_30705,CUST_2705,p_pro,2025-10-08,2026-06-01,churned
SUB_30706,CUST_2706,P_PRO ,2025-07-22,2025-09-29,churned
SUB_30707,CUST_2707,p_pro,2025-05-04,,active_plan
SUB_30708,CUST_2708,p_pro,2025-07-30,,active
SUB_30709,CUST_2709,P_PRO ,2025-02-25,2025-04-30,churned
SUB_30710,CUST_2710,P_PRO ,2025-03-06,,ACT
SUB_30711,CUST_2711,p_ent,2025-12-18,,active_plan
SUB_30712,CUST_2712,p_basic,2025-10-17,,active_plan
SUB_30713,CUST_2713,p_ent,2025-10-07,,active_plan
SUB_30714,CUST_2714,p_ent,2025-06-03,,active
SUB_30715,CUST_2715,p_pro,2025-06-20,2025-08-09,canceled
SUB_30716,CUST_2716,p_ent,2025-08-13,2025-11-17,cancelled
SUB_30717,CUST_2717,p_basic,2025-10-08,,ACT
SUB_30718,CUST_2718,p_ent,2025-07-16,,ACT
SUB_30719,CUST_2719,P_PRO ,2025-04-28,,ACT
SUB_30720,CUST_2720,p_basic,2025-11-04,,active
SUB_30721,CUST_2721,p_pro,2025-04-26,,active
SUB_30722,CUST_2722,p_ent,2025-04-08,2025-08-17,cancelled
SUB_30723,CUST_2723,p_pro,2025-08-06,,ACT
SUB_30724,CUST_2724,p_ent,2025-11-22,,active
SUB_30725,CUST_2725,p_ent,2025-01-20,2025-03-27,cancelled
SUB_30726,CUST_2726,p_pro,2025-11-23,2026-02-19,canceled
SUB_30727,CUST_2727,P_PRO ,2025-09-21,,ACT
SUB_30728,CUST_2728,P_PRO ,2025-07-06,2026-02-06,churned
SUB_30729,CUST_2729,p_basic,2025-11-23,2026-07-13,churned
SUB_30730,CUST_2730,p_pro,2025-10-30,2026-04-10,churned
SUB_30731,CUST_2731,p_ent,2025-12-06,,active_plan
SUB_30732,CUST_2732,p_ent,2025-06-06,,active_plan
SUB_30733,CUST_2733,P_PRO ,2025-12-31,2026-03-07,churned
SUB_30734,CUST_2734,P_PRO ,2025-02-13,,active_plan
SUB_30735,CUST_2735,p_pro,2025-03-26,,active
SUB_30736,CUST_2736,p_basic,2025-06-07,,active_plan
SUB_30737,CUST_2737,p_basic,2025-01-17,,active
SUB_30738,CUST_2738,P_PRO ,2025-03-19,,ACT
SUB_30739,CUST_2739,p_ent,2025-04-26,,active
SUB_30740,CUST_2740,p_ent,2025-07-28,,active_plan
SUB_30741,CUST_2741,p_pro,2025-06-29,,active_plan
SUB_30742,CUST_2742,p_basic,2025-03-12,,ACT
SUB_30743,CUST_2743,P_PRO ,2025-04-06,,active
SUB_30744,CUST_2744,P_PRO ,2025-08-20,,active
SUB_30745,CUST_2745,p_ent,2025-12-29,,active_plan
SUB_30746,CUST_2746,p_ent,2025-03-03,,active_plan
SUB_30747,CUST_2747,p_pro,2025-12-11,,ACT
SUB_30748,CUST_2748,p_pro,2025-07-25,2025-12-08,churned
SUB_30749,CUST_2749,p_pro,2025-03-15,2025-08-28,canceled
SUB_30750,CUST_2750,P_PRO ,2025-10-17,2026-05-20,canceled
SUB_30751,CUST_2751,P_PRO ,2025-10-17,,active_plan
SUB_30752,CUST_2752,p_basic,2025-08-14,,active_plan
SUB_30753,CUST_2753,p_pro,2025-08-07,,ACT
SUB_30754,CUST_2754,p_pro,2025-09-26,,active
SUB_30755,CUST_2755,P_PRO ,2025-10-07,,active
SUB_30756,CUST_2756,p_basic,2025-10-19,,ACT
SUB_30757,CUST_2757,P_PRO ,2025-12-24,,active
SUB_30758,CUST_2758,p_ent,2025-02-04,,ACT
SUB_30759,CUST_2759,P_PRO ,2025-02-11,,active
SUB_30760,CUST_2760,p_basic,2025-07-02,,active_plan
SUB_30761,CUST_2761,p_basic,2025-06-30,,active_plan
SUB_30762,CUST_2762,p_pro,2025-04-15,2025-09-16,cancelled
SUB_30763,CUST_2763,p_pro,2025-10-15,2026-01-22,churned
SUB_30764,CUST_2764,p_basic,2025-03-29,,ACT
SUB_30765,CUST_2765,P_PRO ,2025-08-30,2026-01-30,churned
SUB_30766,CUST_2766,p_basic,2025-05-13,,active_plan
SUB_30767,CUST_2767,P_PRO ,2025-06-17,,active
SUB_30768,CUST_2768,p_pro,2025-03-10,2025-06-26,canceled
SUB_30769,CUST_2769,p_basic,2025-10-09,,ACT
SUB_30770,CUST_2770,P_PRO ,2025-08-03,,active
SUB_30771,CUST_2771,p_basic,2025-12-13,,active
SUB_30772,CUST_2772,p_pro,2025-07-06,,ACT
SUB_30773,CUST_2773,p_basic,2025-03-20,,active_plan
SUB_30774,CUST_2774,p_pro,2025-03-23,2025-11-05,cancelled
SUB_30775,CUST_2775,P_PRO ,2025-02-21,2025-05-24,canceled
SUB_30776,CUST_2776,P_PRO ,2025-04-21,,active
SUB_30777,CUST_2777,p_pro,2025-10-14,,active_plan
SUB_30778,CUST_2778,p_pro,2025-01-03,2024-12-16,cancelled
SUB_30779,CUST_2779,p_pro,2025-03-05,2025-07-20,cancelled
SUB_30780,CUST_2780,p_pro,2025-08-07,,active_plan
SUB_30781,CUST_2781,p_pro,2025-12-21,,active
SUB_30782,CUST_2782,p_basic,2025-08-10,2025-07-21,canceled
SUB_30783,CUST_2783,p_basic,2025-02-17,,active_plan
SUB_30784,CUST_2784,p_ent,2025-03-26,2025-11-21,canceled
SUB_30785,CUST_2785,p_pro,2025-10-13,,ACT
SUB_30786,CUST_2786,p_basic,2025-10-28,2026-05-31,churned
SUB_30787,CUST_2787,P_PRO ,2025-02-09,,active_plan
SUB_30788,CUST_2788,p_basic,2025-07-30,,ACT
SUB_30789,CUST_2789,p_pro,2025-06-15,,active
SUB_30790,CUST_2790,p_basic,2025-04-16,2025-12-08,canceled
SUB_30791,CUST_2791,p_pro,2025-08-07,2025-10-28,canceled
SUB_30792,CUST_2792,p_ent,2025-01-13,2025-05-12,canceled
SUB_30793,CUST_2793,p_basic,2025-04-21,2025-06-20,canceled
SUB_30794,CUST_2794,p_pro,2025-08-09,,active_plan
SUB_30795,CUST_2795,p_pro,2025-05-29,,active
SUB_30796,CUST_2796,p_pro,2025-02-24,2025-04-09,cancelled
SUB_30797,CUST_2797,P_PRO ,2025-03-20,,active
SUB_30798,CUST_2798,p_pro,2025-07-12,,active
SUB_30799,CUST_2799,p_basic,2025-01-11,,active_plan
SUB_30800,CUST_2800,P_PRO ,2025-02-09,,active_plan
SUB_30801,CUST_2801,p_pro,2025-05-14,,ACT
SUB_30802,CUST_2802,p_pro,2025-06-20,2026-01-10,churned
SUB_30803,CUST_2803,P_PRO ,2025-11-25,,active_plan
SUB_30804,CUST_2804,P_PRO ,2025-09-12,,active_plan
SUB_30805,CUST_2805,p_ent,2025-11-15,,ACT
SUB_30806,CUST_2806,p_basic,2025-08-27,,active
SUB_30807,CUST_2807,p_basic,2025-02-17,,active
SUB_30808,CUST_2808,p_pro,2025-07-17,,active
SUB_30809,CUST_2809,P_PRO ,2025-01-26,,active
SUB_30810,CUST_2810,p_ent,2025-01-31,,active_plan
SUB_30811,CUST_2811,p_basic,2025-12-12,2026-05-30,churned
SUB_30812,CUST_2812,P_PRO ,2025-12-23,,active
SUB_30813,CUST_2813,p_ent,2025-08-16,,active_plan
SUB_30814,CUST_2814,P_PRO ,2025-10-21,,active
SUB_30815,CUST_2815,p_basic,2025-03-01,,active
SUB_30816,CUST_2816,p_ent,2025-08-12,2026-03-04,cancelled
SUB_30817,CUST_2817,p_ent,2025-08-01,,ACT
SUB_30818,CUST_2818,P_PRO ,2025-03-11,,ACT
SUB_30819,CUST_2819,p_pro,2025-12-10,,active
SUB_30820,CUST_2820,P_PRO ,2025-04-26,,active
SUB_30821,CUST_2821,p_ent,2025-07-07,,active_plan
SUB_30822,CUST_2822,p_pro,2025-05-24,,active
SUB_30823,CUST_2823,p_ent,2025-06-06,,ACT
SUB_30824,CUST_2824,P_PRO ,2025-07-29,,active
SUB_30825,CUST_2825,P_PRO ,2025-07-25,2025-11-05,cancelled
SUB_30826,CUST_2826,p_pro,2025-06-08,,active_plan
SUB_30827,CUST_2827,p_ent,2025-12-10,,active_plan
SUB_30828,CUST_2828,p_ent,2025-08-19,,active_plan
SUB_30829,CUST_2829,p_ent,2025-12-12,,active_plan
SUB_30830,CUST_2830,P_PRO ,2025-04-27,,ACT
SUB_30831,CUST_2831,p_pro,2025-01-15,,active_plan
SUB_30832,CUST_2832,p_ent,2025-11-04,,ACT
SUB_30833,CUST_2833,P_PRO ,2025-05-09,2025-07-15,canceled
SUB_30834,CUST_2834,P_PRO ,2025-04-21,,active
SUB_30835,CUST_2835,P_PRO ,2025-12-05,2026-06-02,cancelled
SUB_30836,CUST_2836,p_pro,2025-12-06,2026-01-05,cancelled
SUB_30837,CUST_2837,p_pro,2025-05-19,,ACT
SUB_30838,CUST_2838,p_pro,2025-06-24,,active_plan
SUB_30839,CUST_2839,p_pro,2025-01-31,,ACT
SUB_30840,CUST_2840,p_pro,2025-07-08,2025-10-15,cancelled
SUB_30841,CUST_2841,p_basic,2025-01-31,,active
